id,company,ticker,industry,difficulty,category,concept,question,answer,answer_formatted,answer_type,formal_program,computation_trace,variables_used,periods_used
QA-00660,Summit Infrastructure,SI,Large-cap Technology,2,ratio,,What was cash and cash equivalents as a proportion of total assets in 2022?,0.1701,0.1701,ratio,"ratio(get_value(cash_and_equivalents, 2022), get_value(total_assets, 2022))",cash_and_equivalents(2022) / total_assets(2022) = 44188.0 / 259830.0 = 0.1701,cash_and_equivalents|total_assets,2022
QA-00661,Summit Infrastructure,SI,Large-cap Technology,3,profitability,net_profit_margin,How much of each dollar of revenue was net income for Summit Infrastructure in 2020?,0.1875,0.1875,ratio,"ratio(get_value(net_income, 2020), get_value(total_revenue, 2020))",net_profit_margin(2020) = 0.1875,net_income|total_revenue,2020
QA-00662,Summit Infrastructure,SI,Large-cap Technology,3,profitability,operating_margin,What was the operating profit margin in 2020?,0.2457,0.2457,ratio,"ratio(get_value(operating_income, 2020), get_value(total_revenue, 2020))",operating_margin(2020) = 0.2457,operating_income|total_revenue,2020
QA-00663,Summit Infrastructure,SI,Large-cap Technology,3,cash_flow,free_cash_flow,What was the free cash flow in 2022?,102057.0,102057.0000,ratio,"diff(get_value(cash_from_operations, 2022), get_value(capital_expenditures, 2022))",free_cash_flow(2022) = 102057.0,cash_from_operations|capital_expenditures,2022
QA-00664,Summit Infrastructure,SI,Large-cap Technology,3,profitability,effective_tax_rate,What percentage of pre-tax income did Summit Infrastructure pay in taxes in 2021?,0.197,0.1970,ratio,"ratio(get_value(income_tax_expense, 2021), get_value(income_before_tax, 2021))",effective_tax_rate(2021) = 0.197,income_tax_expense|income_before_tax,2021
QA-00665,Summit Infrastructure,SI,Large-cap Technology,3,efficiency,rd_to_revenue,What percentage of revenue was spent on R&D in 2021?,0.2435,0.2435,ratio,"ratio(get_value(research_and_development, 2021), get_value(total_revenue, 2021))",rd_to_revenue(2021) = 0.2435,research_and_development|total_revenue,2021
QA-00666,Summit Infrastructure,SI,Large-cap Technology,3,liquidity,quick_ratio,What was the quick ratio in 2022?,2.0412,2.0412,ratio,"ratio(diff(get_value(total_current_assets, 2022), get_value(inventories, 2022)), get_value(total_current_liabilities, 2022))",quick_ratio(2022) = 2.0412,total_current_assets|inventories|total_current_liabilities,2022
QA-00667,Summit Infrastructure,SI,Large-cap Technology,3,profitability,gross_margin,What percentage of revenue was retained after cost of goods sold in 2022?,0.7104,0.7104,ratio,"ratio(get_value(gross_profit, 2022), get_value(total_revenue, 2022))",gross_margin(2022) = 0.7104,gross_profit|total_revenue,2022
QA-00668,Summit Infrastructure,SI,Large-cap Technology,3,leverage,debt_to_assets,What was the debt-to-assets ratio in 2022?,0.5731,0.5731,ratio,"ratio(get_value(total_liabilities, 2022), get_value(total_assets, 2022))",debt_to_assets(2022) = 0.5731,total_liabilities|total_assets,2022
QA-00669,Summit Infrastructure,SI,Large-cap Technology,3,leverage,debt_to_equity,What was the debt-to-equity ratio in 2021?,0.8506,0.8506,ratio,"ratio(get_value(total_liabilities, 2021), get_value(total_stockholders_equity, 2021))",debt_to_equity(2021) = 0.8506,total_liabilities|total_stockholders_equity,2021
QA-00670,Summit Infrastructure,SI,Large-cap Technology,3,leverage,interest_coverage,How many times could Summit Infrastructure cover its interest expense with operating income in 2020?,23.0144,23.0144,ratio,"ratio(get_value(operating_income, 2020), get_value(interest_expense, 2020))",interest_coverage(2020) = 23.0144,operating_income|interest_expense,2020
QA-00671,Summit Infrastructure,SI,Large-cap Technology,4,liquidity,change_in_current_ratio,What was the change in Summit Infrastructure's current ratio between 2021 and 2022?,0.0542,0.0542,ratio_change,"diff(current_ratio(2022), current_ratio(2021))",current_ratio(2022) - current_ratio(2021) = 2.0834 - 2.0292 = 0.0542,total_current_assets|total_current_liabilities,2021|2022
QA-00672,Summit Infrastructure,SI,Large-cap Technology,4,leverage,change_in_debt_to_equity,How did the debt to equity change from 2021 to 2022?,0.4919,0.4919,ratio_change,"diff(debt_to_equity(2022), debt_to_equity(2021))",debt_to_equity(2022) - debt_to_equity(2021) = 1.3425 - 0.8506 = 0.4919,total_liabilities|total_stockholders_equity,2021|2022
QA-00673,Summit Infrastructure,SI,Large-cap Technology,4,profitability,change_in_operating_margin,How did the operating margin change from 2021 to 2022?,0.0457,0.0457,ratio_change,"diff(operating_margin(2022), operating_margin(2021))",operating_margin(2022) - operating_margin(2021) = 0.3012 - 0.2554 = 0.0457,operating_income|total_revenue,2021|2022
QA-00674,Summit Infrastructure,SI,Large-cap Technology,4,profitability,change_in_net_profit_margin,By how much did the net profit margin change from fiscal year 2021 to 2022?,0.0535,0.0535,ratio_change,"diff(net_profit_margin(2022), net_profit_margin(2021))",net_profit_margin(2022) - net_profit_margin(2021) = 0.2513 - 0.1978 = 0.0535,net_income|total_revenue,2021|2022
QA-00675,Summit Infrastructure,SI,Large-cap Technology,4,growth,asset_growth,What was the year-over-year growth in Summit Infrastructure's asset base?,-34.51,-34.51%,percentage,"pct_change(total_assets, 2021, 2022)",(total_assets(2022) - total_assets(2021)) / |total_assets(2021)| * 100 = (259830.0 - 396753.0) / 396753.0 * 100 = -34.51%,total_assets,2021|2022
QA-00676,Summit Infrastructure,SI,Large-cap Technology,4,growth,operating_income_growth,By what percentage did operating profit grow?,13.89,13.89%,percentage,"pct_change(operating_income, 2021, 2022)",(operating_income(2022) - operating_income(2021)) / |operating_income(2021)| * 100 = (115910.0 - 101774.0) / 101774.0 * 100 = 13.89%,operating_income,2021|2022
QA-00677,Summit Infrastructure,SI,Large-cap Technology,4,growth,equity_growth,How did shareholders' equity change from 2021 to 2022?,-48.26,-48.26%,percentage,"pct_change(total_stockholders_equity, 2021, 2022)",(total_stockholders_equity(2022) - total_stockholders_equity(2021)) / |total_stockholders_equity(2021)| * 100 = (110919.0 - 214388.0) / 214388.0 * 100 = -48.26%,total_stockholders_equity,2021|2022
QA-00678,Summit Infrastructure,SI,Large-cap Technology,5,liquidity,did_current_ratio_improve,Did Summit Infrastructure's current ratio improve from 2021 to 2022?,True,Yes,boolean,"compare_gt(current_ratio(2022), current_ratio(2021))","current_ratio(2021)=2.0292, current_ratio(2022)=2.0834, improved=True, change=0.0542",total_current_assets|total_current_liabilities,2021|2022
QA-00679,Summit Infrastructure,SI,Large-cap Technology,5,leverage,did_debt_to_equity_improve,"Did the debt to equity get better from 2021 to 2022, and by how much?",False,No,boolean,"compare_gt(debt_to_equity(2022), debt_to_equity(2021))","debt_to_equity(2021)=0.8506, debt_to_equity(2022)=1.3425, improved=False, change=0.4919",total_liabilities|total_stockholders_equity,2021|2022
QA-00680,Summit Infrastructure,SI,Large-cap Technology,5,cash_flow,change_in_fcf_margin,How did Summit Infrastructure's free cash flow margin change from 2021 to 2022?,0.0599,0.0599,ratio_change,"diff(ratio(diff(cash_from_operations, capital_expenditures), total_revenue, 2022), ratio(diff(cash_from_operations, capital_expenditures), total_revenue, 2021))",FCF_margin(2022) - FCF_margin(2021) = 0.2652 - 0.2053 = 0.0599,cash_from_operations|capital_expenditures|total_revenue,2021|2022
QA-00681,Meridian Systems Inc,MSI,Industrial / Manufacturing,1,lookup,,"According to the 2022 financial statements, what was the interest income?",76.0,$76.00 million,monetary,"get_value(interest_income, 2022)",interest_income(2022) = 76.0,interest_income,2022
QA-00682,Meridian Systems Inc,MSI,Industrial / Manufacturing,1,lookup,,What was the prepaid expenses in 2020?,22314.0,"$22,314 million",monetary,"get_value(prepaid_expenses, 2020)",prepaid_expenses(2020) = 22314.0,prepaid_expenses,2020
QA-00683,Meridian Systems Inc,MSI,Industrial / Manufacturing,1,lookup,,"According to the 2021 financial statements, what was the goodwill?",82333.0,"$82,333 million",monetary,"get_value(goodwill, 2021)",goodwill(2021) = 82333.0,goodwill,2021
QA-00684,Meridian Systems Inc,MSI,Industrial / Manufacturing,1,lookup,,What was the additional paid-in capital in 2021?,43287.0,"$43,287 million",monetary,"get_value(additional_paid_in_capital, 2021)",additional_paid_in_capital(2021) = 43287.0,additional_paid_in_capital,2021
QA-00685,Meridian Systems Inc,MSI,Industrial / Manufacturing,1,lookup,,What was Meridian Systems Inc's inventories as of 2022?,3038.0,"$3,038 million",monetary,"get_value(inventories, 2022)",inventories(2022) = 3038.0,inventories,2022
QA-00686,Meridian Systems Inc,MSI,Industrial / Manufacturing,1,lookup,,"According to the 2020 financial statements, what was the non-current deferred revenue?",30.0,$30.00 million,monetary,"get_value(deferred_revenue_non_current, 2020)",deferred_revenue_non_current(2020) = 30.0,deferred_revenue_non_current,2020
QA-00687,Meridian Systems Inc,MSI,Industrial / Manufacturing,1,lookup,,What was Meridian Systems Inc's income taxes payable as of 2022?,260.0,$260.00 million,monetary,"get_value(income_taxes_payable, 2022)",income_taxes_payable(2022) = 260.0,income_taxes_payable,2022
QA-00688,Meridian Systems Inc,MSI,Industrial / Manufacturing,1,lookup,,What was the other non-current liabilities in 2020?,23332.0,"$23,332 million",monetary,"get_value(other_non_current_liabilities, 2020)",other_non_current_liabilities(2020) = 23332.0,other_non_current_liabilities,2020
QA-00689,Meridian Systems Inc,MSI,Industrial / Manufacturing,1,lookup,,What was Meridian Systems Inc's long-term investments as of 2021?,17533.0,"$17,533 million",monetary,"get_value(long_term_investments, 2021)",long_term_investments(2021) = 17533.0,long_term_investments,2021
QA-00690,Meridian Systems Inc,MSI,Industrial / Manufacturing,1,lookup,,What was the income before taxes in 2021?,7866.0,"$7,866 million",monetary,"get_value(income_before_tax, 2021)",income_before_tax(2021) = 7866.0,income_before_tax,2021
QA-00691,Meridian Systems Inc,MSI,Industrial / Manufacturing,2,change,,What was the change in operating income from 2021 to 2022?,21272.0,"$21,272 million",monetary,"diff(get_value(operating_income, 2022), get_value(operating_income, 2021))",operating_income(2022) - operating_income(2021) = 29465.0 - 8193.0 = 21272.0,operating_income,2021|2022
QA-00692,Meridian Systems Inc,MSI,Industrial / Manufacturing,2,change,,What was the year-over-year change in Meridian Systems Inc's total liabilities from 2021 to 2022?,-119213.0,"$-119,213 million",monetary,"diff(get_value(total_liabilities, 2022), get_value(total_liabilities, 2021))",total_liabilities(2022) - total_liabilities(2021) = 46618.0 - 165831.0 = -119213.0,total_liabilities,2021|2022
QA-00693,Meridian Systems Inc,MSI,Industrial / Manufacturing,2,change,,What was the change in total stockholders' equity from 2021 to 2022?,-137446.0,"$-137,446 million",monetary,"diff(get_value(total_stockholders_equity, 2022), get_value(total_stockholders_equity, 2021))",total_stockholders_equity(2022) - total_stockholders_equity(2021) = 51948.0 - 189394.0 = -137446.0,total_stockholders_equity,2021|2022
QA-00694,Meridian Systems Inc,MSI,Industrial / Manufacturing,2,change,,By how much did cash and cash equivalents increase or decrease between 2021 and 2022?,-12642.0,"$-12,642 million",monetary,"diff(get_value(cash_and_equivalents, 2022), get_value(cash_and_equivalents, 2021))",cash_and_equivalents(2022) - cash_and_equivalents(2021) = 3959.0 - 16601.0 = -12642.0,cash_and_equivalents,2021|2022
QA-00695,Meridian Systems Inc,MSI,Industrial / Manufacturing,2,change,,What was the change in long-term debt from 2021 to 2022?,-39361.0,"$-39,361 million",monetary,"diff(get_value(long_term_debt, 2022), get_value(long_term_debt, 2021))",long_term_debt(2022) - long_term_debt(2021) = 15016.0 - 54377.0 = -39361.0,long_term_debt,2021|2022
QA-00696,Meridian Systems Inc,MSI,Industrial / Manufacturing,2,change,,What was the change in net income from 2021 to 2022?,15787.0,"$15,787 million",monetary,"diff(get_value(net_income, 2022), get_value(net_income, 2021))",net_income(2022) - net_income(2021) = 21848.0 - 6061.0 = 15787.0,net_income,2021|2022
QA-00697,Meridian Systems Inc,MSI,Industrial / Manufacturing,2,ratio,,"What was the ratio of selling, general and administrative expense to total revenue in 2022?",0.1277,0.1277,ratio,"ratio(get_value(selling_general_admin, 2022), get_value(total_revenue, 2022))",selling_general_admin(2022) / total_revenue(2022) = 16821.0 / 131722.0 = 0.1277,selling_general_admin|total_revenue,2022
QA-00698,Meridian Systems Inc,MSI,Industrial / Manufacturing,2,ratio,,What percentage of total revenue was accounts receivable in 2021?,0.0769,0.0769,ratio,"ratio(get_value(accounts_receivable_net, 2021), get_value(total_revenue, 2021))",accounts_receivable_net(2021) / total_revenue(2021) = 9824.0 / 127724.0 = 0.0769,accounts_receivable_net|total_revenue,2021
QA-00699,Meridian Systems Inc,MSI,Industrial / Manufacturing,2,ratio,,What was the ratio of long-term debt to total assets in 2020?,0.238,0.2380,ratio,"ratio(get_value(long_term_debt, 2020), get_value(total_assets, 2020))",long_term_debt(2020) / total_assets(2020) = 38848.0 / 163233.0 = 0.238,long_term_debt|total_assets,2020
QA-00700,Meridian Systems Inc,MSI,Industrial / Manufacturing,2,ratio,,What was the ratio of inventories to cost of goods sold in 2020?,0.0676,0.0676,ratio,"ratio(get_value(inventories, 2020), get_value(cost_of_goods_sold, 2020))",inventories(2020) / cost_of_goods_sold(2020) = 4121.0 / 61000.0 = 0.0676,inventories|cost_of_goods_sold,2020
QA-00701,Meridian Systems Inc,MSI,Industrial / Manufacturing,3,profitability,net_profit_margin,What was the net profit margin in 2020?,0.1687,0.1687,ratio,"ratio(get_value(net_income, 2020), get_value(total_revenue, 2020))",net_profit_margin(2020) = 0.1687,net_income|total_revenue,2020
QA-00702,Meridian Systems Inc,MSI,Industrial / Manufacturing,3,profitability,return_on_equity,What was the return on equity (ROE) in 2022?,0.1811,0.1811,ratio,"ratio(get_value(net_income, 2022), avg(get_value(total_stockholders_equity, 2022), get_value(total_stockholders_equity, 2021)))",return_on_equity(2022) = 0.1811,net_income|total_stockholders_equity,2022|2021
QA-00703,Meridian Systems Inc,MSI,Industrial / Manufacturing,3,liquidity,quick_ratio,"Excluding inventory, what was Meridian Systems Inc's liquidity ratio in 2020?",1.5161,1.5161,ratio,"ratio(diff(get_value(total_current_assets, 2020), get_value(inventories, 2020)), get_value(total_current_liabilities, 2020))",quick_ratio(2020) = 1.5161,total_current_assets|inventories|total_current_liabilities,2020
QA-00704,Meridian Systems Inc,MSI,Industrial / Manufacturing,3,liquidity,current_ratio,"In 2020, for every dollar of current liabilities, how many dollars of current assets did Meridian Systems Inc have?",1.6395,1.6395,ratio,"ratio(get_value(total_current_assets, 2020), get_value(total_current_liabilities, 2020))",current_ratio(2020) = 1.6395,total_current_assets|total_current_liabilities,2020
QA-00705,Meridian Systems Inc,MSI,Industrial / Manufacturing,3,liquidity,working_capital,What was the working capital in 2022?,12598.0,12598.0000,ratio,"diff(get_value(total_current_assets, 2022), get_value(total_current_liabilities, 2022))",working_capital(2022) = 12598.0,total_current_assets|total_current_liabilities,2022
QA-00706,Meridian Systems Inc,MSI,Industrial / Manufacturing,3,efficiency,rd_to_revenue,What was Meridian Systems Inc's R&D intensity in 2022?,0.0389,0.0389,ratio,"ratio(get_value(research_and_development, 2022), get_value(total_revenue, 2022))",rd_to_revenue(2022) = 0.0389,research_and_development|total_revenue,2022
QA-00707,Meridian Systems Inc,MSI,Industrial / Manufacturing,3,profitability,effective_tax_rate,What percentage of pre-tax income did Meridian Systems Inc pay in taxes in 2021?,0.2295,0.2295,ratio,"ratio(get_value(income_tax_expense, 2021), get_value(income_before_tax, 2021))",effective_tax_rate(2021) = 0.2295,income_tax_expense|income_before_tax,2021
QA-00708,Meridian Systems Inc,MSI,Industrial / Manufacturing,3,leverage,debt_to_equity,"For every dollar of equity, how much debt did Meridian Systems Inc carry in 2022?",0.8974,0.8974,ratio,"ratio(get_value(total_liabilities, 2022), get_value(total_stockholders_equity, 2022))",debt_to_equity(2022) = 0.8974,total_liabilities|total_stockholders_equity,2022
QA-00709,Meridian Systems Inc,MSI,Industrial / Manufacturing,3,efficiency,capex_to_revenue,How capital-intensive was Meridian Systems Inc in 2021?,0.0861,0.0861,ratio,"ratio(get_value(capital_expenditures, 2021), get_value(total_revenue, 2021))",capex_to_revenue(2021) = 0.0861,capital_expenditures|total_revenue,2021
QA-00710,Meridian Systems Inc,MSI,Industrial / Manufacturing,3,profitability,operating_margin,What was the operating profit margin in 2022?,0.2237,0.2237,ratio,"ratio(get_value(operating_income, 2022), get_value(total_revenue, 2022))",operating_margin(2022) = 0.2237,operating_income|total_revenue,2022
QA-00711,Meridian Systems Inc,MSI,Industrial / Manufacturing,4,profitability,change_in_net_profit_margin,How did the net profit margin change from 2021 to 2022?,0.1184,0.1184,ratio_change,"diff(net_profit_margin(2022), net_profit_margin(2021))",net_profit_margin(2022) - net_profit_margin(2021) = 0.1659 - 0.0475 = 0.1184,net_income|total_revenue,2021|2022
QA-00712,Meridian Systems Inc,MSI,Industrial / Manufacturing,4,profitability,change_in_gross_margin,How did the gross margin change from 2021 to 2022?,0.1297,0.1297,ratio_change,"diff(gross_margin(2022), gross_margin(2021))",gross_margin(2022) - gross_margin(2021) = 0.4477 - 0.318 = 0.1297,gross_profit|total_revenue,2021|2022
QA-00713,Meridian Systems Inc,MSI,Industrial / Manufacturing,4,liquidity,change_in_current_ratio,By how much did the current ratio change from fiscal year 2021 to 2022?,0.8683,0.8683,ratio_change,"diff(current_ratio(2022), current_ratio(2021))",current_ratio(2022) - current_ratio(2021) = 1.8877 - 1.0194 = 0.8683,total_current_assets|total_current_liabilities,2021|2022
QA-00714,Meridian Systems Inc,MSI,Industrial / Manufacturing,4,leverage,change_in_debt_to_equity,What was the change in Meridian Systems Inc's debt to equity between 2021 and 2022?,0.0218,0.0218,ratio_change,"diff(debt_to_equity(2022), debt_to_equity(2021))",debt_to_equity(2022) - debt_to_equity(2021) = 0.8974 - 0.8756 = 0.0218,total_liabilities|total_stockholders_equity,2021|2022
QA-00715,Meridian Systems Inc,MSI,Industrial / Manufacturing,4,growth,net_income_growth,By what percentage did Meridian Systems Inc's earnings change from 2021 to 2022?,260.47,260.47%,percentage,"pct_change(net_income, 2021, 2022)",(net_income(2022) - net_income(2021)) / |net_income(2021)| * 100 = (21848.0 - 6061.0) / 6061.0 * 100 = 260.47%,net_income,2021|2022
QA-00716,Meridian Systems Inc,MSI,Industrial / Manufacturing,4,growth,revenue_growth,What was Meridian Systems Inc's top-line growth?,3.13,3.13%,percentage,"pct_change(total_revenue, 2021, 2022)",(total_revenue(2022) - total_revenue(2021)) / |total_revenue(2021)| * 100 = (131722.0 - 127724.0) / 127724.0 * 100 = 3.13%,total_revenue,2021|2022
QA-00717,Meridian Systems Inc,MSI,Industrial / Manufacturing,4,growth,equity_growth,How did shareholders' equity change from 2021 to 2022?,-72.57,-72.57%,percentage,"pct_change(total_stockholders_equity, 2021, 2022)",(total_stockholders_equity(2022) - total_stockholders_equity(2021)) / |total_stockholders_equity(2021)| * 100 = (51948.0 - 189394.0) / 189394.0 * 100 = -72.57%,total_stockholders_equity,2021|2022
QA-00718,Meridian Systems Inc,MSI,Industrial / Manufacturing,5,profitability,did_operating_margin_improve,"Did the operating margin get better from 2021 to 2022, and by how much?",True,Yes,boolean,"compare_gt(operating_margin(2022), operating_margin(2021))","operating_margin(2021)=0.0641, operating_margin(2022)=0.2237, improved=True, change=0.1595",operating_income|total_revenue,2021|2022
QA-00719,Meridian Systems Inc,MSI,Industrial / Manufacturing,5,liquidity,did_current_ratio_improve,"Did the current ratio get better from 2021 to 2022, and by how much?",True,Yes,boolean,"compare_gt(current_ratio(2022), current_ratio(2021))","current_ratio(2021)=1.0194, current_ratio(2022)=1.8877, improved=True, change=0.8683",total_current_assets|total_current_liabilities,2021|2022
QA-00720,Meridian Systems Inc,MSI,Industrial / Manufacturing,5,cash_flow,change_in_fcf_margin,How did Meridian Systems Inc's free cash flow margin change from 2021 to 2022?,0.0573,0.0573,ratio_change,"diff(ratio(diff(cash_from_operations, capital_expenditures), total_revenue, 2022), ratio(diff(cash_from_operations, capital_expenditures), total_revenue, 2021))",FCF_margin(2022) - FCF_margin(2021) = 0.1332 - 0.0759 = 0.0573,cash_from_operations|capital_expenditures|total_revenue,2021|2022
QA-00721,TerraFirma Holdings,TH,Healthcare / Pharma,1,lookup,,How much did TerraFirma Holdings report for basic earnings per share in fiscal year 2021?,1.2,$1.20 million,monetary,"get_value(eps_basic, 2021)",eps_basic(2021) = 1.2,eps_basic,2021
QA-00722,TerraFirma Holdings,TH,Healthcare / Pharma,1,lookup,,What was TerraFirma Holdings's total stockholders' equity as of 2021?,26259.0,"$26,259 million",monetary,"get_value(total_stockholders_equity, 2021)",total_stockholders_equity(2021) = 26259.0,total_stockholders_equity,2021
QA-00723,TerraFirma Holdings,TH,Healthcare / Pharma,1,lookup,,What was the prepaid expenses in 2023?,12734.0,"$12,734 million",monetary,"get_value(prepaid_expenses, 2023)",prepaid_expenses(2023) = 12734.0,prepaid_expenses,2023
QA-00724,TerraFirma Holdings,TH,Healthcare / Pharma,1,lookup,,What was the total current assets in 2021?,21901.0,"$21,901 million",monetary,"get_value(total_current_assets, 2021)",total_current_assets(2021) = 21901.0,total_current_assets,2021
QA-00725,TerraFirma Holdings,TH,Healthcare / Pharma,1,lookup,,How much did TerraFirma Holdings report for depreciation and amortization in fiscal year 2023?,4449.0,"$4,449 million",monetary,"get_value(depreciation_amortization, 2023)",depreciation_amortization(2023) = 4449.0,depreciation_amortization,2023
QA-00726,TerraFirma Holdings,TH,Healthcare / Pharma,1,lookup,,What was TerraFirma Holdings's stock-based compensation as of 2022?,653.0,$653.00 million,monetary,"get_value(stock_based_compensation, 2022)",stock_based_compensation(2022) = 653.0,stock_based_compensation,2022
QA-00727,TerraFirma Holdings,TH,Healthcare / Pharma,1,lookup,,How much did TerraFirma Holdings report for other income/expense in fiscal year 2021?,256.0,$256.00 million,monetary,"get_value(other_income_expense, 2021)",other_income_expense(2021) = 256.0,other_income_expense,2021
QA-00728,TerraFirma Holdings,TH,Healthcare / Pharma,1,lookup,,"What was the selling, general and administrative expense in 2022?",14455.0,"$14,455 million",monetary,"get_value(selling_general_admin, 2022)",selling_general_admin(2022) = 14455.0,selling_general_admin,2022
QA-00729,TerraFirma Holdings,TH,Healthcare / Pharma,1,lookup,,What was TerraFirma Holdings's cash and cash equivalents as of 2023?,34464.0,"$34,464 million",monetary,"get_value(cash_and_equivalents, 2023)",cash_and_equivalents(2023) = 34464.0,cash_and_equivalents,2023
QA-00730,TerraFirma Holdings,TH,Healthcare / Pharma,1,lookup,,"According to the 2021 financial statements, what was the deferred tax liabilities?",215.0,$215.00 million,monetary,"get_value(deferred_tax_liabilities, 2021)",deferred_tax_liabilities(2021) = 215.0,deferred_tax_liabilities,2021
QA-00731,TerraFirma Holdings,TH,Healthcare / Pharma,2,change,,How did total stockholders' equity change from fiscal year 2022 to 2023?,34806.0,"$34,806 million",monetary,"diff(get_value(total_stockholders_equity, 2023), get_value(total_stockholders_equity, 2022))",total_stockholders_equity(2023) - total_stockholders_equity(2022) = 66885.0 - 32079.0 = 34806.0,total_stockholders_equity,2022|2023
QA-00732,TerraFirma Holdings,TH,Healthcare / Pharma,2,change,,What was the year-over-year change in TerraFirma Holdings's total liabilities from 2022 to 2023?,90178.0,"$90,178 million",monetary,"diff(get_value(total_liabilities, 2023), get_value(total_liabilities, 2022))",total_liabilities(2023) - total_liabilities(2022) = 132647.0 - 42469.0 = 90178.0,total_liabilities,2022|2023
QA-00733,TerraFirma Holdings,TH,Healthcare / Pharma,2,change,,How did gross profit change from fiscal year 2022 to 2023?,7953.0,"$7,953 million",monetary,"diff(get_value(gross_profit, 2023), get_value(gross_profit, 2022))",gross_profit(2023) - gross_profit(2022) = 73018.0 - 65065.0 = 7953.0,gross_profit,2022|2023
QA-00734,TerraFirma Holdings,TH,Healthcare / Pharma,2,change,,What was the year-over-year change in TerraFirma Holdings's total assets from 2022 to 2023?,124984.0,"$124,984 million",monetary,"diff(get_value(total_assets, 2023), get_value(total_assets, 2022))",total_assets(2023) - total_assets(2022) = 199532.0 - 74548.0 = 124984.0,total_assets,2022|2023
QA-00735,TerraFirma Holdings,TH,Healthcare / Pharma,2,change,,By how much did total revenue increase or decrease between 2022 and 2023?,2864.0,"$2,864 million",monetary,"diff(get_value(total_revenue, 2023), get_value(total_revenue, 2022))",total_revenue(2023) - total_revenue(2022) = 94774.0 - 91910.0 = 2864.0,total_revenue,2022|2023
QA-00736,TerraFirma Holdings,TH,Healthcare / Pharma,2,change,,By how much did cash and cash equivalents increase or decrease between 2022 and 2023?,27355.0,"$27,355 million",monetary,"diff(get_value(cash_and_equivalents, 2023), get_value(cash_and_equivalents, 2022))",cash_and_equivalents(2023) - cash_and_equivalents(2022) = 34464.0 - 7109.0 = 27355.0,cash_and_equivalents,2022|2023
QA-00737,TerraFirma Holdings,TH,Healthcare / Pharma,2,ratio,,What was inventories as a proportion of cost of goods sold in 2021?,0.059,0.0590,ratio,"ratio(get_value(inventories, 2021), get_value(cost_of_goods_sold, 2021))",inventories(2021) / cost_of_goods_sold(2021) = 1208.0 / 20460.0 = 0.059,inventories|cost_of_goods_sold,2021
QA-00738,TerraFirma Holdings,TH,Healthcare / Pharma,2,ratio,,What was the ratio of cash and cash equivalents to total assets in 2021?,0.1276,0.1276,ratio,"ratio(get_value(cash_and_equivalents, 2021), get_value(total_assets, 2021))",cash_and_equivalents(2021) / total_assets(2021) = 6619.0 / 51860.0 = 0.1276,cash_and_equivalents|total_assets,2021
QA-00739,TerraFirma Holdings,TH,Healthcare / Pharma,2,ratio,,What was the ratio of accounts receivable to total revenue in 2022?,0.1036,0.1036,ratio,"ratio(get_value(accounts_receivable_net, 2022), get_value(total_revenue, 2022))",accounts_receivable_net(2022) / total_revenue(2022) = 9522.0 / 91910.0 = 0.1036,accounts_receivable_net|total_revenue,2022
QA-00740,TerraFirma Holdings,TH,Healthcare / Pharma,2,ratio,,What was long-term debt as a proportion of total assets in 2022?,0.2079,0.2079,ratio,"ratio(get_value(long_term_debt, 2022), get_value(total_assets, 2022))",long_term_debt(2022) / total_assets(2022) = 15500.0 / 74548.0 = 0.2079,long_term_debt|total_assets,2022
QA-00741,TerraFirma Holdings,TH,Healthcare / Pharma,3,profitability,return_on_equity,What return did TerraFirma Holdings's equity investors earn in 2023?,0.5803,0.5803,ratio,"ratio(get_value(net_income, 2023), avg(get_value(total_stockholders_equity, 2023), get_value(total_stockholders_equity, 2022)))",return_on_equity(2023) = 0.5803,net_income|total_stockholders_equity,2023|2022
QA-00742,TerraFirma Holdings,TH,Healthcare / Pharma,3,liquidity,working_capital,What was the working capital in 2021?,11688.0,11688.0000,ratio,"diff(get_value(total_current_assets, 2021), get_value(total_current_liabilities, 2021))",working_capital(2021) = 11688.0,total_current_assets|total_current_liabilities,2021
QA-00743,TerraFirma Holdings,TH,Healthcare / Pharma,3,liquidity,quick_ratio,What was the quick ratio in 2022?,1.143,1.1430,ratio,"ratio(diff(get_value(total_current_assets, 2022), get_value(inventories, 2022)), get_value(total_current_liabilities, 2022))",quick_ratio(2022) = 1.143,total_current_assets|inventories|total_current_liabilities,2022
QA-00744,TerraFirma Holdings,TH,Healthcare / Pharma,3,profitability,effective_tax_rate,What was the effective tax rate in 2022?,0.187,0.1870,ratio,"ratio(get_value(income_tax_expense, 2022), get_value(income_before_tax, 2022))",effective_tax_rate(2022) = 0.187,income_tax_expense|income_before_tax,2022
QA-00745,TerraFirma Holdings,TH,Healthcare / Pharma,3,profitability,gross_margin,What was the gross profit margin in 2023?,0.7704,0.7704,ratio,"ratio(get_value(gross_profit, 2023), get_value(total_revenue, 2023))",gross_margin(2023) = 0.7704,gross_profit|total_revenue,2023
QA-00746,TerraFirma Holdings,TH,Healthcare / Pharma,3,profitability,net_profit_margin,How much of each dollar of revenue was net income for TerraFirma Holdings in 2022?,0.284,0.2840,ratio,"ratio(get_value(net_income, 2022), get_value(total_revenue, 2022))",net_profit_margin(2022) = 0.284,net_income|total_revenue,2022
