question_id,depth,question,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value,leaf_10_key,leaf_10_concept,leaf_10_label,leaf_10_entity,leaf_10_period,leaf_10_unit,leaf_10_value,leaf_11_key,leaf_11_concept,leaf_11_label,leaf_11_entity,leaf_11_period,leaf_11_unit,leaf_11_value,leaf_12_key,leaf_12_concept,leaf_12_label,leaf_12_entity,leaf_12_period,leaf_12_unit,leaf_12_value,leaf_13_key,leaf_13_concept,leaf_13_label,leaf_13_entity,leaf_13_period,leaf_13_unit,leaf_13_value,leaf_14_key,leaf_14_concept,leaf_14_label,leaf_14_entity,leaf_14_period,leaf_14_unit,leaf_14_value,leaf_15_key,leaf_15_concept,leaf_15_label,leaf_15_entity,leaf_15_period,leaf_15_unit,leaf_15_value,leaf_16_key,leaf_16_concept,leaf_16_label,leaf_16_entity,leaf_16_period,leaf_16_unit,leaf_16_value,leaf_17_key,leaf_17_concept,leaf_17_label,leaf_17_entity,leaf_17_period,leaf_17_unit,leaf_17_value,leaf_18_key,leaf_18_concept,leaf_18_label,leaf_18_entity,leaf_18_period,leaf_18_unit,leaf_18_value,leaf_19_key,leaf_19_concept,leaf_19_label,leaf_19_entity,leaf_19_period,leaf_19_unit,leaf_19_value
63,6,provide the result of result of result of the maximum of revenue for Pacific Crest Energy using values from 2021 through 2023 scaled by growth in cost of goods sold for Pacific Crest Energy from 2023 to 2024 scaled by ratio of total assets to total assets for Pacific Crest Energy in 2025 scaled by growth between longterm assets for Pacific Crest Energy in 2021 and inventories for Pacific Crest Energy in 2025 .,"mul(mul(mul(max(max(49_revenue, 50_revenue), 51_revenue), growth(51_cost_of_goods_sold, 52_cost_of_goods_sold)), ratio(53_total_assets, 53_total_assets)), growth(longterm_assets, 53_inventories))","{""op"": ""mul"", ""left"": {""op"": ""mul"", ""left"": {""op"": ""mul"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""49_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""50_revenue"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""51_revenue"", ""depth"": 0}, ""depth"": 2}, ""right"": {""op"": ""growth"", ""left"": {""leaf"": ""51_cost_of_goods_sold"", ""depth"": 0}, ""right"": {""leaf"": ""52_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 3}, ""right"": {""op"": ""ratio"", ""left"": {""leaf"": ""53_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""53_total_assets"", ""depth"": 0}, ""depth"": 1}, ""depth"": 4}, ""right"": {""op"": ""growth"", ""left"": {""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""49_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""49_cash"", ""depth"": 0}, ""right"": {""leaf"": ""49_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""49_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""49_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}, ""right"": {""leaf"": ""53_inventories"", ""depth"": 0}, ""depth"": 5}, ""depth"": 6}","{""op"": ""mul"", ""left"": {""op"": ""mul"", ""left"": {""op"": ""mul"", ""left"": {""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}, ""right"": {""op"": ""growth"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}, ""right"": {""op"": ""ratio"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 3, ""kind"": ""node""}, ""right"": {""op"": ""growth"", ""left"": {""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 4, ""kind"": ""node""}",681292.4795352842,4,4,6,144121444,567390659,470230362,0.54,6,7,13,49_revenue,revenue,revenue,Pacific Crest Energy,2021,M_USD,190597.0,50_revenue,revenue,revenue,Pacific Crest Energy,2022,M_USD,176894.0,51_revenue,revenue,revenue,Pacific Crest Energy,2023,M_USD,185505.0,51_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Pacific Crest Energy,2023,M_USD,111318.0,52_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Pacific Crest Energy,2024,M_USD,87909.0,53_total_assets,total_assets,total assets,Pacific Crest Energy,2025,M_USD,178551.0,53_total_assets,total_assets,total assets,Pacific Crest Energy,2025,M_USD,178551.0,49_total_assets,total_assets,total assets,Pacific Crest Energy,2021,M_USD,183099.0,49_cash,cash,cash,Pacific Crest Energy,2021,M_USD,33062.0,49_accounts_receivable,accounts_receivable,accounts receivable,Pacific Crest Energy,2021,M_USD,13101.0,49_inventories,inventories,inventories,Pacific Crest Energy,2021,M_USD,5500.0,49_short_term_investments,short_term_investments,short term investments,Pacific Crest Energy,2021,M_USD,4148.0,53_inventories,inventories,inventories,Pacific Crest Energy,2025,M_USD,8825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2,State the the minimum of cost of goods sold for Pinnacle Health Group using values from 2022 through 2024,"min(min(32_cost_of_goods_sold, 33_cost_of_goods_sold), 34_cost_of_goods_sold)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""32_cost_of_goods_sold"", ""depth"": 0}, ""right"": {""leaf"": ""33_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""34_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",9524.0,1,0,2,105022170,618522426,470230362,0.506,0,1,3,32_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Pinnacle Health Group,2022,M_USD,11724.0,33_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Pinnacle Health Group,2023,M_USD,9524.0,34_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Pinnacle Health Group,2024,M_USD,9857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1,What is the value of the longterm liabilities for Atlas Global Industries in 2021?,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""25_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""25_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",41692.0,4,0,1,960761984,774058224,470230362,0.414,0,1,2,25_total_liabilities,total_liabilities,total liabilities,Atlas Global Industries,2021,M_USD,74292.0,25_current_liabilities,current_liabilities,current liabilities,Atlas Global Industries,2021,M_USD,32600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,4,What does the following give: average accounts receivable for Crimson Pharmaceuticals across years 2021 through 2024,"ratio(sum(sum(sum(85_accounts_receivable, 86_accounts_receivable), 87_accounts_receivable), 88_accounts_receivable), 4.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""85_accounts_receivable"", ""depth"": 0}, ""right"": {""leaf"": ""86_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""87_accounts_receivable"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""88_accounts_receivable"", ""depth"": 0}, ""depth"": 3}, ""right"": {""literal"": 4.0, ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",54756.75,4,0,4,159816198,37985979,470230362,0.27,0,1,4,85_accounts_receivable,accounts_receivable,accounts receivable,Crimson Pharmaceuticals,2021,M_USD,45367.0,86_accounts_receivable,accounts_receivable,accounts receivable,Crimson Pharmaceuticals,2022,M_USD,64113.0,87_accounts_receivable,accounts_receivable,accounts receivable,Crimson Pharmaceuticals,2023,M_USD,30873.0,88_accounts_receivable,accounts_receivable,accounts receivable,Crimson Pharmaceuticals,2024,M_USD,78674.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3,which value corresponds to the the minimum of dividends paid for Helix BioSciences using values from 2022 through 2025,"min(min(min(74_dividends_paid, 75_dividends_paid), 76_dividends_paid), 77_dividends_paid)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""74_dividends_paid"", ""depth"": 0}, ""right"": {""leaf"": ""75_dividends_paid"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""76_dividends_paid"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""77_dividends_paid"", ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",1270.0,2,0,3,596071866,510950843,470230362,0.103,0,1,4,74_dividends_paid,dividends_paid,dividends paid,Helix BioSciences,2022,M_USD,2738.0,75_dividends_paid,dividends_paid,dividends paid,Helix BioSciences,2023,M_USD,1270.0,76_dividends_paid,dividends_paid,dividends paid,Helix BioSciences,2024,M_USD,24652.0,77_dividends_paid,dividends_paid,dividends paid,Helix BioSciences,2025,M_USD,3909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2,You should give the average short term investments for Titan Consumer Brands across years 2021 through 2022 .,"ratio(sum(61_short_term_investments, 62_short_term_investments), 2.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""61_short_term_investments"", ""depth"": 0}, ""right"": {""leaf"": ""62_short_term_investments"", ""depth"": 0}, ""depth"": 1}, ""right"": {""literal"": 2.0, ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",46156.5,3,0,2,830937981,863757245,470230362,0.301,0,1,2,61_short_term_investments,short_term_investments,short term investments,Titan Consumer Brands,2021,M_USD,33790.0,62_short_term_investments,short_term_investments,short term investments,Titan Consumer Brands,2022,M_USD,58523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1,Which result follows from the sum of capex and current liabilities for Ironclad Manufacturing in 2021,"sum(37_capex, 37_current_liabilities)","{""op"": ""sum"", ""left"": {""leaf"": ""37_capex"", ""depth"": 0}, ""right"": {""leaf"": ""37_current_liabilities"", ""depth"": 0}, ""depth"": 1}","{""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",81157.0,1,1,1,448035364,331666446,470230362,0.229,1,2,2,37_capex,capex,capex,Ironclad Manufacturing,2021,M_USD,30284.0,37_current_liabilities,current_liabilities,current liabilities,Ironclad Manufacturing,2021,M_USD,50873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,provide the longterm liabilities for Pacific Crest Energy in 2021 .,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""49_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""49_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",44688.0,4,0,1,353603491,870678508,470230362,0.392,0,1,2,49_total_liabilities,total_liabilities,total liabilities,Pacific Crest Energy,2021,M_USD,88419.0,49_current_liabilities,current_liabilities,current liabilities,Pacific Crest Energy,2021,M_USD,43731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,5,Which value corresponds to the average cost of goods sold for Helix BioSciences across years 2021 through 2025 ?,"ratio(sum(sum(sum(sum(73_cost_of_goods_sold, 74_cost_of_goods_sold), 75_cost_of_goods_sold), 76_cost_of_goods_sold), 77_cost_of_goods_sold), 5.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""73_cost_of_goods_sold"", ""depth"": 0}, ""right"": {""leaf"": ""74_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""75_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""76_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""77_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 4}, ""right"": {""literal"": 5.0, ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",151978.0,2,0,5,240616045,515523515,470230362,0.266,0,1,5,73_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Helix BioSciences,2021,M_USD,69534.0,74_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Helix BioSciences,2022,M_USD,135355.0,75_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Helix BioSciences,2023,M_USD,179618.0,76_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Helix BioSciences,2024,M_USD,152973.0,77_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Helix BioSciences,2025,M_USD,222410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2,What's the value of the the maximum of total liabilities for Atlas Global Industries using values from 2022 through 2024 ?,"max(max(26_total_liabilities, 27_total_liabilities), 28_total_liabilities)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""26_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""27_total_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""28_total_liabilities"", ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",53407.0,3,0,2,537695152,881258354,470230362,0.45,0,1,3,26_total_liabilities,total_liabilities,total liabilities,Atlas Global Industries,2022,M_USD,34053.0,27_total_liabilities,total_liabilities,total liabilities,Atlas Global Industries,2023,M_USD,33171.0,28_total_liabilities,total_liabilities,total liabilities,Atlas Global Industries,2024,M_USD,53407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1,What does the following give: difference between non operating expenses and current liabilities for Helix BioSciences in 2023?,"diff(75_non_operating_expenses, 75_current_liabilities)","{""op"": ""diff"", ""left"": {""leaf"": ""75_non_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""75_current_liabilities"", ""depth"": 0}, ""depth"": 1}","{""op"": ""diff"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",-23251.0,2,1,1,106425185,736121579,470230362,0.242,1,2,2,75_non_operating_expenses,non_operating_expenses,non operating expenses,Helix BioSciences,2023,M_USD,31176.0,75_current_liabilities,current_liabilities,current liabilities,Helix BioSciences,2023,M_USD,54427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,4,What does the following give: the minimum of cost of goods sold for Crimson Pharmaceuticals using values from 2020 through 2024 ?,"min(min(min(min(84_cost_of_goods_sold, 85_cost_of_goods_sold), 86_cost_of_goods_sold), 87_cost_of_goods_sold), 88_cost_of_goods_sold)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""84_cost_of_goods_sold"", ""depth"": 0}, ""right"": {""leaf"": ""85_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""86_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""87_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""88_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",204759.0,2,0,4,584733356,987745019,470230362,0.283,0,1,5,84_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Crimson Pharmaceuticals,2020,M_USD,204759.0,85_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Crimson Pharmaceuticals,2021,M_USD,249019.0,86_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Crimson Pharmaceuticals,2022,M_USD,231289.0,87_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Crimson Pharmaceuticals,2023,M_USD,432076.0,88_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Crimson Pharmaceuticals,2024,M_USD,521794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3,State the sum of ratio of sum of total liabilities for Pinnacle Health Group in 2022 and total liabilities for Pinnacle Health Group in 2023 to 2.0 and ratio of sum of total liabilities for Pinnacle Health Group in 2021 and total liabilities for Pinnacle Health Group in 2022 to 2.0.,"sum(ratio(sum(32_total_liabilities, 33_total_liabilities), 2.0), ratio(sum(31_total_liabilities, 32_total_liabilities), 2.0))","{""op"": ""sum"", ""left"": {""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""32_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""33_total_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""literal"": 2.0, ""depth"": 0}, ""depth"": 2}, ""right"": {""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""31_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""32_total_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""literal"": 2.0, ""depth"": 0}, ""depth"": 2}, ""depth"": 3}","{""op"": ""sum"", ""left"": {""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}, ""right"": {""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",14407.0,4,1,3,113861591,938516540,470230362,0.18,1,2,4,32_total_liabilities,total_liabilities,total liabilities,Pinnacle Health Group,2022,M_USD,7665.0,33_total_liabilities,total_liabilities,total liabilities,Pinnacle Health Group,2023,M_USD,9629.0,31_total_liabilities,total_liabilities,total liabilities,Pinnacle Health Group,2021,M_USD,3855.0,32_total_liabilities,total_liabilities,total liabilities,Pinnacle Health Group,2022,M_USD,7665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0,Which quantity is given by the dividends paid for Ironclad Manufacturing in 2020?,36_dividends_paid,"{""leaf"": ""36_dividends_paid"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",0.0,4,0,0,864826116,274684184,470230362,0.121,0,1,1,36_dividends_paid,dividends_paid,dividends paid,Ironclad Manufacturing,2020,M_USD,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,0,calculate the total liabilities for SilverLine Retail Inc in 2021.,43_total_liabilities,"{""leaf"": ""43_total_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",390166.0,2,0,0,349678113,126730438,470230362,0.325,0,1,1,43_total_liabilities,total_liabilities,total liabilities,SilverLine Retail Inc,2021,M_USD,390166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1,determine the the minimum of operating expenses for Quantum Bridge Holdings using values from 2023 through 2024,"min(15_operating_expenses, 16_operating_expenses)","{""op"": ""min"", ""left"": {""leaf"": ""15_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""16_operating_expenses"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",8512.0,1,0,1,340484819,319827958,470230362,0.29,0,1,2,15_operating_expenses,operating_expenses,operating expenses,Quantum Bridge Holdings,2023,M_USD,8512.0,16_operating_expenses,operating_expenses,operating expenses,Quantum Bridge Holdings,2024,M_USD,10329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,4,may you calculate the sum of pretax income and gross profit for NovaStar Technologies in 2021?,"sum(pretax_income, gross_profit)","{""op"": ""sum"", ""left"": {""derived"": ""pretax_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""19_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""19_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""19_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""right"": {""leaf"": ""19_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""right"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""19_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""19_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""depth"": 4}","{""op"": ""sum"", ""left"": {""kind"": ""derived_concept"", ""name"": ""pretax_income"", ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",45063.0,4,1,4,490645628,622561544,470230362,0.374,1,2,6,19_revenue,revenue,revenue,NovaStar Technologies,2021,M_USD,125355.0,19_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,NovaStar Technologies,2021,M_USD,83341.0,19_operating_expenses,operating_expenses,operating expenses,NovaStar Technologies,2021,M_USD,12957.0,19_non_operating_expenses,non_operating_expenses,non operating expenses,NovaStar Technologies,2021,M_USD,26008.0,19_revenue,revenue,revenue,NovaStar Technologies,2021,M_USD,125355.0,19_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,NovaStar Technologies,2021,M_USD,83341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0,What do we obtain as the cash for Cobalt Semiconductor in 2021,67_cash,"{""leaf"": ""67_cash"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",5108.0,4,0,0,220917897,228785616,470230362,0.397,0,1,1,67_cash,cash,cash,Cobalt Semiconductor,2021,M_USD,5108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
