question_id,depth,question,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value,leaf_10_key,leaf_10_concept,leaf_10_label,leaf_10_entity,leaf_10_period,leaf_10_unit,leaf_10_value,leaf_11_key,leaf_11_concept,leaf_11_label,leaf_11_entity,leaf_11_period,leaf_11_unit,leaf_11_value,leaf_12_key,leaf_12_concept,leaf_12_label,leaf_12_entity,leaf_12_period,leaf_12_unit,leaf_12_value,leaf_13_key,leaf_13_concept,leaf_13_label,leaf_13_entity,leaf_13_period,leaf_13_unit,leaf_13_value,leaf_14_key,leaf_14_concept,leaf_14_label,leaf_14_entity,leaf_14_period,leaf_14_unit,leaf_14_value,leaf_15_key,leaf_15_concept,leaf_15_label,leaf_15_entity,leaf_15_period,leaf_15_unit,leaf_15_value,leaf_16_key,leaf_16_concept,leaf_16_label,leaf_16_entity,leaf_16_period,leaf_16_unit,leaf_16_value,leaf_17_key,leaf_17_concept,leaf_17_label,leaf_17_entity,leaf_17_period,leaf_17_unit,leaf_17_value,leaf_18_key,leaf_18_concept,leaf_18_label,leaf_18_entity,leaf_18_period,leaf_18_unit,leaf_18_value,leaf_19_key,leaf_19_concept,leaf_19_label,leaf_19_entity,leaf_19_period,leaf_19_unit,leaf_19_value,leaf_20_key,leaf_20_concept,leaf_20_label,leaf_20_entity,leaf_20_period,leaf_20_unit,leaf_20_value,leaf_21_key,leaf_21_concept,leaf_21_label,leaf_21_entity,leaf_21_period,leaf_21_unit,leaf_21_value,leaf_22_key,leaf_22_concept,leaf_22_label,leaf_22_entity,leaf_22_period,leaf_22_unit,leaf_22_value,leaf_23_key,leaf_23_concept,leaf_23_label,leaf_23_entity,leaf_23_period,leaf_23_unit,leaf_23_value
8244,2,What would be the the maximum of revenue for CPTH using values from 2023 through 2025,"max(max(81_revenue, 82_revenue), 83_revenue)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""81_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""82_revenue"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""83_revenue"", ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",687937.0,1,0,2,173686964,245684788,42,0.34,0,1,3,81_revenue,revenue,revenue,CPTH,2023,M_USD,567556.0,82_revenue,revenue,revenue,CPTH,2024,M_USD,627730.0,83_revenue,revenue,revenue,CPTH,2025,M_USD,687937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8245,2,What does the following give: sum of result of total assets scaled by income tax and cost of goods sold for CRPH in 2023?,"sum(mul(87_total_assets, 87_income_tax), 87_cost_of_goods_sold)","{""op"": ""sum"", ""left"": {""op"": ""mul"", ""left"": {""leaf"": ""87_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""87_income_tax"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""87_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 2}","{""op"": ""sum"", ""left"": {""op"": ""mul"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""rate""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 2, ""kind"": ""node""}",529918.195479549,2,2,2,729828787,28468866,42,0.463,2,3,3,87_total_assets,total_assets,total assets,CRPH,2023,M_USD,664693.0,87_income_tax,income_tax,income tax,CRPH,2023,ratio,0.14719907608407046,87_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,CRPH,2023,M_USD,432076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8246,5,You should give the average cost of goods sold for HLXB across years 2020 through 2024,"ratio(sum(sum(sum(sum(72_cost_of_goods_sold, 73_cost_of_goods_sold), 74_cost_of_goods_sold), 75_cost_of_goods_sold), 76_cost_of_goods_sold), 5.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""72_cost_of_goods_sold"", ""depth"": 0}, ""right"": {""leaf"": ""73_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""74_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""75_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""76_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 4}, ""right"": {""literal"": 5.0, ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",136359.8,1,0,5,386754393,261781578,42,0.538,0,1,5,72_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,HLXB,2020,M_USD,144323.0,73_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,HLXB,2021,M_USD,69533.0,74_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,HLXB,2022,M_USD,135355.0,75_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,HLXB,2023,M_USD,179616.0,76_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,HLXB,2024,M_USD,152972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8247,6,You should calculate the result of longterm liabilities for TICB in 2025 scaled by ratio of sum of total equity and short term investments for TICB in 2025 to the maximum of revenue for TICB using values from 2020 through 2024.,"mul(longterm_liabilities, ratio(sum(65_total_equity, 65_short_term_investments), max(max(max(max(60_revenue, 61_revenue), 62_revenue), 63_revenue), 64_revenue)))","{""op"": ""mul"", ""left"": {""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""65_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""65_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""65_total_equity"", ""depth"": 0}, ""right"": {""leaf"": ""65_short_term_investments"", ""depth"": 0}, ""depth"": 1}, ""right"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""60_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""61_revenue"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""62_revenue"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""63_revenue"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""64_revenue"", ""depth"": 0}, ""depth"": 4}, ""depth"": 5}, ""depth"": 6}","{""op"": ""mul"", ""left"": {""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}, ""right"": {""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""right"": {""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}, ""depth"": 2, ""kind"": ""node""}, ""depth"": 3, ""kind"": ""node""}",108850.06048949398,3,3,6,812963521,59486623,42,0.409,3,4,9,65_total_liabilities,total_liabilities,total liabilities,TICB,2025,M_USD,347347.0,65_current_liabilities,current_liabilities,current liabilities,TICB,2025,M_USD,117318.0,65_total_equity,total_equity,total equity,TICB,2025,M_USD,159893.0,65_short_term_investments,short_term_investments,short term investments,TICB,2025,M_USD,70514.0,60_revenue,revenue,revenue,TICB,2020,M_USD,428824.0,61_revenue,revenue,revenue,TICB,2021,M_USD,471764.0,62_revenue,revenue,revenue,TICB,2022,M_USD,472978.0,63_revenue,revenue,revenue,TICB,2023,M_USD,468895.0,64_revenue,revenue,revenue,TICB,2024,M_USD,486911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8248,0,Compute the short term investments for QBHD in 2021 .,13_short_term_investments,"{""leaf"": ""13_short_term_investments"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",9002.0,2,0,0,855737071,628854706,42,0.292,0,1,1,13_short_term_investments,short_term_investments,short term investments,QBHD,2021,M_USD,9002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8249,7,which result follows from the result of ratio of sum of sum of sum of sum of sum of short term investments for IRCL in 2020 and short term investments for IRCL in 2021 and short term investments for IRCL in 2022 and short term investments for IRCL in 2023 and short term investments for IRCL in 2024 and short term investments for IRCL in 2025 to 6.0 scaled by growth in accounts receivable for IRCL from 2020 to 2024,"mul(ratio(sum(sum(sum(sum(sum(36_short_term_investments, 37_short_term_investments), 38_short_term_investments), 39_short_term_investments), 40_short_term_investments), 41_short_term_investments), 6.0), growth(40_accounts_receivable, 36_accounts_receivable))","{""op"": ""mul"", ""left"": {""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""36_short_term_investments"", ""depth"": 0}, ""right"": {""leaf"": ""37_short_term_investments"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""38_short_term_investments"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""39_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""40_short_term_investments"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""41_short_term_investments"", ""depth"": 0}, ""depth"": 5}, ""right"": {""literal"": 6.0, ""depth"": 0}, ""depth"": 6}, ""right"": {""op"": ""growth"", ""left"": {""leaf"": ""40_accounts_receivable"", ""depth"": 0}, ""right"": {""leaf"": ""36_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""depth"": 7}","{""op"": ""mul"", ""left"": {""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}, ""right"": {""op"": ""growth"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}",-20070.19713532444,2,2,7,434026264,373644589,42,0.46,2,3,8,36_short_term_investments,short_term_investments,short term investments,IRCL,2020,M_USD,45319.0,37_short_term_investments,short_term_investments,short term investments,IRCL,2021,M_USD,16327.0,38_short_term_investments,short_term_investments,short term investments,IRCL,2022,M_USD,88430.0,39_short_term_investments,short_term_investments,short term investments,IRCL,2023,M_USD,12073.0,40_short_term_investments,short_term_investments,short term investments,IRCL,2024,M_USD,14126.0,41_short_term_investments,short_term_investments,short term investments,IRCL,2025,M_USD,97839.0,40_accounts_receivable,accounts_receivable,accounts receivable,IRCL,2024,M_USD,23748.0,36_accounts_receivable,accounts_receivable,accounts receivable,IRCL,2020,M_USD,42355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8250,1,What does the following give: longterm liabilities for CRPH in 2020 ?,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""84_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""84_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",89176.0,4,0,1,770552619,119902768,42,0.424,0,1,2,84_total_liabilities,total_liabilities,total liabilities,CRPH,2020,M_USD,152160.0,84_current_liabilities,current_liabilities,current liabilities,CRPH,2020,M_USD,62984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8251,1,What do we obtain as the result of total assets scaled by income tax for CRPH in 2024 ?,"mul(88_total_assets, 88_income_tax)","{""op"": ""mul"", ""left"": {""leaf"": ""88_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""88_income_tax"", ""depth"": 0}, ""depth"": 1}","{""op"": ""mul"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""rate""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",103885.53466860225,1,1,1,490014985,252713768,42,0.597,1,2,2,88_total_assets,total_assets,total assets,CRPH,2024,M_USD,510371.0,88_income_tax,income_tax,income tax,CRPH,2024,ratio,0.2035490548416784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8252,3,What's the value of the current assets for CBSM in 2020 ?,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""66_cash"", ""depth"": 0}, ""right"": {""leaf"": ""66_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""66_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""66_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",29567.0,3,0,3,232417761,609804832,42,0.482,0,1,4,66_cash,cash,cash,CBSM,2020,M_USD,12598.0,66_accounts_receivable,accounts_receivable,accounts receivable,CBSM,2020,M_USD,6914.0,66_inventories,inventories,inventories,CBSM,2020,M_USD,1017.0,66_short_term_investments,short_term_investments,short term investments,CBSM,2020,M_USD,9038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8253,2,whats the value of the average revenue for CBSM across years 2024 through 2025?,"ratio(sum(70_revenue, 71_revenue), 2.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""70_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""71_revenue"", ""depth"": 0}, ""depth"": 1}, ""right"": {""literal"": 2.0, ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",54040.5,2,0,2,745682121,980367753,42,0.237,0,1,2,70_revenue,revenue,revenue,CBSM,2024,M_USD,52725.0,71_revenue,revenue,revenue,CBSM,2025,M_USD,55356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8254,4,what's the value of the longterm assets for ATGL in 2024?,longterm_assets,"{""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""28_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""28_cash"", ""depth"": 0}, ""right"": {""leaf"": ""28_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""28_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""28_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}","{""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}",46722.0,2,0,4,531834991,770578265,42,0.565,0,1,5,28_total_assets,total_assets,total assets,ATGL,2024,M_USD,73012.0,28_cash,cash,cash,ATGL,2024,M_USD,10033.0,28_accounts_receivable,accounts_receivable,accounts receivable,ATGL,2024,M_USD,6190.0,28_inventories,inventories,inventories,ATGL,2024,M_USD,5362.0,28_short_term_investments,short_term_investments,short term investments,ATGL,2024,M_USD,4705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8255,3,Compute the average total equity for QBHD across years 2022 through 2024,"ratio(sum(sum(14_total_equity, 15_total_equity), 16_total_equity), 3.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""14_total_equity"", ""depth"": 0}, ""right"": {""leaf"": ""15_total_equity"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""16_total_equity"", ""depth"": 0}, ""depth"": 2}, ""right"": {""literal"": 3.0, ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",42511.0,3,0,3,210535131,851240878,42,0.523,0,1,3,14_total_equity,total_equity,total equity,QBHD,2022,M_USD,60836.0,15_total_equity,total_equity,total equity,QBHD,2023,M_USD,42736.0,16_total_equity,total_equity,total equity,QBHD,2024,M_USD,23961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8256,5,Give the result of the maximum of total equity for ORFG using values from 2020 through 2024 scaled by growth between result of operating expenses scaled by income tax for ORFG in 2024 and operating expenses for ORFG in 2025.,"mul(max(max(max(max(54_total_equity, 55_total_equity), 56_total_equity), 57_total_equity), 58_total_equity), growth(mul(58_operating_expenses, 58_income_tax), 59_operating_expenses))","{""op"": ""mul"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""54_total_equity"", ""depth"": 0}, ""right"": {""leaf"": ""55_total_equity"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""56_total_equity"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""57_total_equity"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""58_total_equity"", ""depth"": 0}, ""depth"": 4}, ""right"": {""op"": ""growth"", ""left"": {""op"": ""mul"", ""left"": {""leaf"": ""58_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""58_income_tax"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""59_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 5}","{""op"": ""mul"", ""left"": {""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}, ""right"": {""op"": ""growth"", ""left"": {""op"": ""mul"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""rate""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 2, ""kind"": ""node""}, ""depth"": 3, ""kind"": ""node""}",-80329.03574942196,3,3,5,403851259,921080030,42,0.585,3,4,8,54_total_equity,total_equity,total equity,ORFG,2020,M_USD,34037.0,55_total_equity,total_equity,total equity,ORFG,2021,M_USD,59143.0,56_total_equity,total_equity,total equity,ORFG,2022,M_USD,23836.0,57_total_equity,total_equity,total equity,ORFG,2023,M_USD,108761.0,58_total_equity,total_equity,total equity,ORFG,2024,M_USD,165182.0,58_operating_expenses,operating_expenses,operating expenses,ORFG,2024,M_USD,34892.0,58_income_tax,income_tax,income tax,ORFG,2024,ratio,0.1796279285488746,59_operating_expenses,operating_expenses,operating expenses,ORFG,2025,M_USD,12201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8257,3,What is the average operating expenses for APEX across years 2021 through 2023?,"ratio(sum(sum(1_operating_expenses, 2_operating_expenses), 3_operating_expenses), 3.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""1_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""2_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""3_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""right"": {""literal"": 3.0, ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",10025.666666666666,2,0,3,261564933,897211782,42,0.533,0,1,3,1_operating_expenses,operating_expenses,operating expenses,APEX,2021,M_USD,6461.0,2_operating_expenses,operating_expenses,operating expenses,APEX,2022,M_USD,17945.0,3_operating_expenses,operating_expenses,operating expenses,APEX,2023,M_USD,5671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8258,3,Give the the minimum of capex for PCEN using values from 2022 through 2025 .,"min(min(min(50_capex, 51_capex), 52_capex), 53_capex)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""50_capex"", ""depth"": 0}, ""right"": {""leaf"": ""51_capex"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""52_capex"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""53_capex"", ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",8194.0,4,0,3,707438097,871953642,42,0.377,0,1,4,50_capex,capex,capex,PCEN,2022,M_USD,10581.0,51_capex,capex,capex,PCEN,2023,M_USD,8194.0,52_capex,capex,capex,PCEN,2024,M_USD,16500.0,53_capex,capex,capex,PCEN,2025,M_USD,10723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8259,2,Compute the operating income for QBHD in 2020.,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""12_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""12_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""12_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",23013.0,3,0,2,712729887,99309067,42,0.451,0,1,3,12_revenue,revenue,revenue,QBHD,2020,M_USD,79628.0,12_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,QBHD,2020,M_USD,37878.0,12_operating_expenses,operating_expenses,operating expenses,QBHD,2020,M_USD,18737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8260,3,provide the the minimum of operating expenses for PCEN using values from 2020 through 2023.,"min(min(min(48_operating_expenses, 49_operating_expenses), 50_operating_expenses), 51_operating_expenses)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""48_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""49_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""50_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""51_operating_expenses"", ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",10830.0,3,0,3,993628296,259229220,42,0.388,0,1,4,48_operating_expenses,operating_expenses,operating expenses,PCEN,2020,M_USD,11229.0,49_operating_expenses,operating_expenses,operating expenses,PCEN,2021,M_USD,43358.0,50_operating_expenses,operating_expenses,operating expenses,PCEN,2022,M_USD,10830.0,51_operating_expenses,operating_expenses,operating expenses,PCEN,2023,M_USD,42626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
