question_id,depth,question,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value,leaf_10_key,leaf_10_concept,leaf_10_label,leaf_10_entity,leaf_10_period,leaf_10_unit,leaf_10_value,leaf_11_key,leaf_11_concept,leaf_11_label,leaf_11_entity,leaf_11_period,leaf_11_unit,leaf_11_value,leaf_12_key,leaf_12_concept,leaf_12_label,leaf_12_entity,leaf_12_period,leaf_12_unit,leaf_12_value,leaf_13_key,leaf_13_concept,leaf_13_label,leaf_13_entity,leaf_13_period,leaf_13_unit,leaf_13_value,leaf_14_key,leaf_14_concept,leaf_14_label,leaf_14_entity,leaf_14_period,leaf_14_unit,leaf_14_value,leaf_15_key,leaf_15_concept,leaf_15_label,leaf_15_entity,leaf_15_period,leaf_15_unit,leaf_15_value,leaf_16_key,leaf_16_concept,leaf_16_label,leaf_16_entity,leaf_16_period,leaf_16_unit,leaf_16_value,leaf_17_key,leaf_17_concept,leaf_17_label,leaf_17_entity,leaf_17_period,leaf_17_unit,leaf_17_value,leaf_18_key,leaf_18_concept,leaf_18_label,leaf_18_entity,leaf_18_period,leaf_18_unit,leaf_18_value,leaf_19_key,leaf_19_concept,leaf_19_label,leaf_19_entity,leaf_19_period,leaf_19_unit,leaf_19_value,leaf_20_key,leaf_20_concept,leaf_20_label,leaf_20_entity,leaf_20_period,leaf_20_unit,leaf_20_value,leaf_21_key,leaf_21_concept,leaf_21_label,leaf_21_entity,leaf_21_period,leaf_21_unit,leaf_21_value
937,6,State the result of ratio of sum of sum of sum of sum of current liabilities for PNHG in 2021 and current liabilities for PNHG in 2022 and current liabilities for PNHG in 2023 and current liabilities for PNHG in 2024 and current liabilities for PNHG in 2025 to 5.0 scaled by growth between result of result of total liabilities scaled by income tax for PNHG in 2022 scaled by growth in total assets for PNHG from 2020 to 2024 and total liabilities for PNHG in 2025.,"mul(ratio(sum(sum(sum(sum(31_current_liabilities, 32_current_liabilities), 33_current_liabilities), 34_current_liabilities), 35_current_liabilities), 5.0), growth(mul(mul(32_total_liabilities, 32_income_tax), growth(34_total_assets, 30_total_assets)), 35_total_liabilities))","{""op"": ""mul"", ""left"": {""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""31_current_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""32_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""33_current_liabilities"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""34_current_liabilities"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""35_current_liabilities"", ""depth"": 0}, ""depth"": 4}, ""right"": {""literal"": 5.0, ""depth"": 0}, ""depth"": 5}, ""right"": {""op"": ""growth"", ""left"": {""op"": ""mul"", ""left"": {""op"": ""mul"", ""left"": {""leaf"": ""32_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""32_income_tax"", ""depth"": 0}, ""depth"": 1}, ""right"": {""op"": ""growth"", ""left"": {""leaf"": ""34_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""30_total_assets"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}, ""right"": {""leaf"": ""35_total_liabilities"", ""depth"": 0}, ""depth"": 3}, ""depth"": 6}","{""op"": ""mul"", ""left"": {""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}, ""right"": {""op"": ""growth"", ""left"": {""op"": ""mul"", ""left"": {""op"": ""mul"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""rate""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""right"": {""op"": ""growth"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 3, ""kind"": ""node""}, ""depth"": 4, ""kind"": ""node""}",-4553.4882940730595,4,4,6,226978821,980791007,42,0.47,5,6,10,31_current_liabilities,current_liabilities,current liabilities,PNHG,2021,M_USD,1346.0,32_current_liabilities,current_liabilities,current liabilities,PNHG,2022,M_USD,3545.0,33_current_liabilities,current_liabilities,current liabilities,PNHG,2023,M_USD,4458.0,34_current_liabilities,current_liabilities,current liabilities,PNHG,2024,M_USD,6778.0,35_current_liabilities,current_liabilities,current liabilities,PNHG,2025,M_USD,10051.0,32_total_liabilities,total_liabilities,total liabilities,PNHG,2022,M_USD,7666.0,32_income_tax,income_tax,income tax,PNHG,2022,ratio,0.29676887030293425,34_total_assets,total_assets,total assets,PNHG,2024,M_USD,37775.0,30_total_assets,total_assets,total assets,PNHG,2020,M_USD,14445.0,35_total_liabilities,total_liabilities,total liabilities,PNHG,2025,M_USD,28203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,1,Give the sum of cost of goods sold and revenue for PCEN in 2020,"sum(48_cost_of_goods_sold, 48_revenue)","{""op"": ""sum"", ""left"": {""leaf"": ""48_cost_of_goods_sold"", ""depth"": 0}, ""right"": {""leaf"": ""48_revenue"", ""depth"": 0}, ""depth"": 1}","{""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",269765.0,3,1,1,815499713,554589168,42,0.511,1,2,2,48_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,PCEN,2020,M_USD,109216.0,48_revenue,revenue,revenue,PCEN,2020,M_USD,160549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,0,provide the total assets for PCEN in 2023.,51_total_assets,"{""leaf"": ""51_total_assets"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",194061.0,2,0,0,553266624,849856342,42,0.133,0,1,1,51_total_assets,total_assets,total assets,PCEN,2023,M_USD,194061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,0,Give the inventories for PCEN in 2020 .,48_inventories,"{""leaf"": ""48_inventories"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",13280.0,4,0,0,761894343,544167285,42,0.168,0,1,1,48_inventories,inventories,inventories,PCEN,2020,M_USD,13280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,4,Could you give the the maximum of dividends paid for MSYS using values from 2020 through 2024 ?,"max(max(max(max(6_dividends_paid, 7_dividends_paid), 8_dividends_paid), 9_dividends_paid), 10_dividends_paid)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""6_dividends_paid"", ""depth"": 0}, ""right"": {""leaf"": ""7_dividends_paid"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""8_dividends_paid"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""9_dividends_paid"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""10_dividends_paid"", ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",10166.0,1,0,4,914071410,562948033,42,0.187,0,1,5,6_dividends_paid,dividends_paid,dividends paid,MSYS,2020,M_USD,10166.0,7_dividends_paid,dividends_paid,dividends paid,MSYS,2021,M_USD,1561.0,8_dividends_paid,dividends_paid,dividends paid,MSYS,2022,M_USD,6900.0,9_dividends_paid,dividends_paid,dividends paid,MSYS,2023,M_USD,3096.0,10_dividends_paid,dividends_paid,dividends paid,MSYS,2024,M_USD,3752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,5,which value corresponds to the the minimum of cost of goods sold for HLXB using values from 2020 through 2025 ?,"min(min(min(min(min(72_cost_of_goods_sold, 73_cost_of_goods_sold), 74_cost_of_goods_sold), 75_cost_of_goods_sold), 76_cost_of_goods_sold), 77_cost_of_goods_sold)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""72_cost_of_goods_sold"", ""depth"": 0}, ""right"": {""leaf"": ""73_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""74_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""75_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""76_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""77_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",69533.0,2,0,5,939717965,894351711,42,0.518,0,1,6,72_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,HLXB,2020,M_USD,144323.0,73_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,HLXB,2021,M_USD,69533.0,74_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,HLXB,2022,M_USD,135355.0,75_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,HLXB,2023,M_USD,179616.0,76_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,HLXB,2024,M_USD,152972.0,77_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,HLXB,2025,M_USD,222408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,4,what does the following give: the minimum of total assets for CRPH using values from 2020 through 2024?,"min(min(min(min(84_total_assets, 85_total_assets), 86_total_assets), 87_total_assets), 88_total_assets)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""84_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""85_total_assets"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""86_total_assets"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""87_total_assets"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""88_total_assets"", ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",437826.0,4,0,4,267888133,35509761,42,0.125,0,1,5,84_total_assets,total_assets,total assets,CRPH,2020,M_USD,533633.0,85_total_assets,total_assets,total assets,CRPH,2021,M_USD,437826.0,86_total_assets,total_assets,total assets,CRPH,2022,M_USD,442481.0,87_total_assets,total_assets,total assets,CRPH,2023,M_USD,664693.0,88_total_assets,total_assets,total assets,CRPH,2024,M_USD,510371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,2,What would be the operating income for CPTH in 2021 ?,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""79_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""79_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""79_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",109701.0,2,0,2,386949792,756594938,42,0.237,0,1,3,79_revenue,revenue,revenue,CPTH,2021,M_USD,514684.0,79_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,CPTH,2021,M_USD,364081.0,79_operating_expenses,operating_expenses,operating expenses,CPTH,2021,M_USD,40902.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,5,Give the difference between dividends paid for ORFG in 2025 and the maximum of cash for ORFG using values from 2021 through 2025 .,"diff(59_dividends_paid, max(max(max(max(55_cash, 56_cash), 57_cash), 58_cash), 59_cash))","{""op"": ""diff"", ""left"": {""leaf"": ""59_dividends_paid"", ""depth"": 0}, ""right"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""55_cash"", ""depth"": 0}, ""right"": {""leaf"": ""56_cash"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""57_cash"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""58_cash"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""59_cash"", ""depth"": 0}, ""depth"": 4}, ""depth"": 5}","{""op"": ""diff"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",-56642.0,4,1,5,884233149,498450776,42,0.418,1,2,6,59_dividends_paid,dividends_paid,dividends paid,ORFG,2025,M_USD,1662.0,55_cash,cash,cash,ORFG,2021,M_USD,11712.0,56_cash,cash,cash,ORFG,2022,M_USD,8636.0,57_cash,cash,cash,ORFG,2023,M_USD,13631.0,58_cash,cash,cash,ORFG,2024,M_USD,58304.0,59_cash,cash,cash,ORFG,2025,M_USD,43847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,3,Whats the value of the current assets for CBSM in 2022?,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""68_cash"", ""depth"": 0}, ""right"": {""leaf"": ""68_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""68_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""68_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",17996.0,1,0,3,133007467,731405402,42,0.221,0,1,4,68_cash,cash,cash,CBSM,2022,M_USD,6222.0,68_accounts_receivable,accounts_receivable,accounts receivable,CBSM,2022,M_USD,4459.0,68_inventories,inventories,inventories,CBSM,2022,M_USD,3218.0,68_short_term_investments,short_term_investments,short term investments,CBSM,2022,M_USD,4097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,0,give the operating expenses for PCEN in 2021 .,49_operating_expenses,"{""leaf"": ""49_operating_expenses"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",43358.0,4,0,0,524830763,637849448,42,0.189,0,1,1,49_operating_expenses,operating_expenses,operating expenses,PCEN,2021,M_USD,43358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,0,which quantity is given by the current liabilities for MSYS in 2023,9_current_liabilities,"{""leaf"": ""9_current_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",31425.0,3,0,0,934671611,509578849,42,0.272,0,1,1,9_current_liabilities,current_liabilities,current liabilities,MSYS,2023,M_USD,31425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,1,Compute the longterm liabilities for QBHD in 2024 .,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""16_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""16_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",36886.0,3,0,1,899423880,960453389,42,0.474,0,1,2,16_total_liabilities,total_liabilities,total liabilities,QBHD,2024,M_USD,62367.0,16_current_liabilities,current_liabilities,current liabilities,QBHD,2024,M_USD,25481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,4,What's the value of the result of the maximum of current liabilities for ATGL using values from 2022 through 2025 scaled by growth between current liabilities for ATGL in 2022 and result of current liabilities scaled by income tax for ATGL in 2023 ?,"mul(max(max(max(26_current_liabilities, 27_current_liabilities), 28_current_liabilities), 29_current_liabilities), growth(26_current_liabilities, mul(27_current_liabilities, 27_income_tax)))","{""op"": ""mul"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""26_current_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""27_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""28_current_liabilities"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""29_current_liabilities"", ""depth"": 0}, ""depth"": 3}, ""right"": {""op"": ""growth"", ""left"": {""leaf"": ""26_current_liabilities"", ""depth"": 0}, ""right"": {""op"": ""mul"", ""left"": {""leaf"": ""27_current_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""27_income_tax"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}, ""depth"": 4}","{""op"": ""mul"", ""left"": {""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}, ""right"": {""op"": ""growth"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""op"": ""mul"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""rate""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}, ""depth"": 3, ""kind"": ""node""}",274915.07772446814,3,3,4,739647637,97057590,42,0.114,3,4,7,26_current_liabilities,current_liabilities,current liabilities,ATGL,2022,M_USD,14588.0,27_current_liabilities,current_liabilities,current liabilities,ATGL,2023,M_USD,8455.0,28_current_liabilities,current_liabilities,current liabilities,ATGL,2024,M_USD,22282.0,29_current_liabilities,current_liabilities,current liabilities,ATGL,2025,M_USD,29300.0,26_current_liabilities,current_liabilities,current liabilities,ATGL,2022,M_USD,14588.0,27_current_liabilities,current_liabilities,current liabilities,ATGL,2023,M_USD,8455.0,27_income_tax,income_tax,income tax,ATGL,2023,ratio,0.1661762782076167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,2,Evaluate the the minimum of non operating expenses for TICB using values from 2021 through 2023.,"min(min(61_non_operating_expenses, 62_non_operating_expenses), 63_non_operating_expenses)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""61_non_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""62_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""63_non_operating_expenses"", ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",67921.0,2,0,2,53312407,174920492,42,0.529,0,1,3,61_non_operating_expenses,non_operating_expenses,non operating expenses,TICB,2021,M_USD,103533.0,62_non_operating_expenses,non_operating_expenses,non operating expenses,TICB,2022,M_USD,98672.0,63_non_operating_expenses,non_operating_expenses,non operating expenses,TICB,2023,M_USD,67921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,1,you should calculate the difference between total assets and short term investments for TICB in 2024.,"diff(64_total_assets, 64_short_term_investments)","{""op"": ""diff"", ""left"": {""leaf"": ""64_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""64_short_term_investments"", ""depth"": 0}, ""depth"": 1}","{""op"": ""diff"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",1079786.0,2,1,1,695118868,241712209,42,0.235,1,2,2,64_total_assets,total_assets,total assets,TICB,2024,M_USD,1147507.0,64_short_term_investments,short_term_investments,short term investments,TICB,2024,M_USD,67721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,4,Determine the the maximum of current liabilities for PNHG using values from 2021 through 2025 .,"max(max(max(max(31_current_liabilities, 32_current_liabilities), 33_current_liabilities), 34_current_liabilities), 35_current_liabilities)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""31_current_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""32_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""33_current_liabilities"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""34_current_liabilities"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""35_current_liabilities"", ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",10051.0,1,0,4,439705006,551131533,42,0.532,0,1,5,31_current_liabilities,current_liabilities,current liabilities,PNHG,2021,M_USD,1346.0,32_current_liabilities,current_liabilities,current liabilities,PNHG,2022,M_USD,3545.0,33_current_liabilities,current_liabilities,current liabilities,PNHG,2023,M_USD,4458.0,34_current_liabilities,current_liabilities,current liabilities,PNHG,2024,M_USD,6778.0,35_current_liabilities,current_liabilities,current liabilities,PNHG,2025,M_USD,10051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,1,what's the value of the difference between total liabilities and current liabilities for ATGL in 2024?,"diff(28_total_liabilities, 28_current_liabilities)","{""op"": ""diff"", ""left"": {""leaf"": ""28_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""28_current_liabilities"", ""depth"": 0}, ""depth"": 1}","{""op"": ""diff"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",31125.0,1,1,1,824174943,732506384,42,0.337,1,2,2,28_total_liabilities,total_liabilities,total liabilities,ATGL,2024,M_USD,53407.0,28_current_liabilities,current_liabilities,current liabilities,ATGL,2024,M_USD,22282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
