question_id,depth,question,question_original,obstacle,useless_info_family_used,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value,leaf_10_key,leaf_10_concept,leaf_10_label,leaf_10_entity,leaf_10_period,leaf_10_unit,leaf_10_value,leaf_11_key,leaf_11_concept,leaf_11_label,leaf_11_entity,leaf_11_period,leaf_11_unit,leaf_11_value,leaf_12_key,leaf_12_concept,leaf_12_label,leaf_12_entity,leaf_12_period,leaf_12_unit,leaf_12_value,leaf_13_key,leaf_13_concept,leaf_13_label,leaf_13_entity,leaf_13_period,leaf_13_unit,leaf_13_value
869,4,Could you give the the minimum of short term investments for Meridian Systems Inc using values from 2021 through 2025 ?,,,,"min(min(min(min(7_short_term_investments, 8_short_term_investments), 9_short_term_investments), 10_short_term_investments), 11_short_term_investments)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""7_short_term_investments"", ""depth"": 0}, ""right"": {""leaf"": ""8_short_term_investments"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""9_short_term_investments"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""10_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""11_short_term_investments"", ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",5578.0,4,0,4,399682155,642141547,861115112,0.401,0,1,5,7_short_term_investments,short_term_investments,short term investments,Meridian Systems Inc,2021,M_USD,16112.0,8_short_term_investments,short_term_investments,short term investments,Meridian Systems Inc,2022,M_USD,10888.0,9_short_term_investments,short_term_investments,short term investments,Meridian Systems Inc,2023,M_USD,6816.0,10_short_term_investments,short_term_investments,short term investments,Meridian Systems Inc,2024,M_USD,5578.0,11_short_term_investments,short_term_investments,short term investments,Meridian Systems Inc,2025,M_USD,21498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,1,what is the the minimum of inventories for Apex Dynamics Corp using values from 2024 through 2025?,,,,"min(4_inventories, 5_inventories)","{""op"": ""min"", ""left"": {""leaf"": ""4_inventories"", ""depth"": 0}, ""right"": {""leaf"": ""5_inventories"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",2246.0,3,0,1,529694258,152600561,861115112,0.13,0,1,2,4_inventories,inventories,inventories,Apex Dynamics Corp,2024,M_USD,2246.0,5_inventories,inventories,inventories,Apex Dynamics Corp,2025,M_USD,4040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,4,whats the value of the average current liabilities for ClearPath Logistics across years 2020 through 2023,,,,"ratio(sum(sum(sum(78_current_liabilities, 79_current_liabilities), 80_current_liabilities), 81_current_liabilities), 4.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""78_current_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""79_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""80_current_liabilities"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""81_current_liabilities"", ""depth"": 0}, ""depth"": 3}, ""right"": {""literal"": 4.0, ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",105445.5,4,0,4,73852897,664361064,861115112,0.429,0,1,4,78_current_liabilities,current_liabilities,current liabilities,ClearPath Logistics,2020,M_USD,111529.0,79_current_liabilities,current_liabilities,current liabilities,ClearPath Logistics,2021,M_USD,169233.0,80_current_liabilities,current_liabilities,current liabilities,ClearPath Logistics,2022,M_USD,63198.0,81_current_liabilities,current_liabilities,current liabilities,ClearPath Logistics,2023,M_USD,77822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,0,what's the value of the current liabilities for Atlas Global Industries in 2021,,,,25_current_liabilities,"{""leaf"": ""25_current_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",32600.0,0,0,0,473657007,202083883,861115112,0.453,0,1,1,25_current_liabilities,current_liabilities,current liabilities,Atlas Global Industries,2021,M_USD,32600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,5,calculate the difference between longterm assets for SilverLine Retail Inc in 2025 and the minimum of total assets for SilverLine Retail Inc using values from 2022 through 2025.,,,,"diff(longterm_assets, min(min(min(44_total_assets, 45_total_assets), 46_total_assets), 47_total_assets))","{""op"": ""diff"", ""left"": {""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""47_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""47_cash"", ""depth"": 0}, ""right"": {""leaf"": ""47_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""47_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""47_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}, ""right"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""44_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""45_total_assets"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""46_total_assets"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""47_total_assets"", ""depth"": 0}, ""depth"": 3}, ""depth"": 5}","{""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}, ""right"": {""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",-126791.0,5,1,5,415560793,206380659,861115112,0.398,1,2,9,47_total_assets,total_assets,total assets,SilverLine Retail Inc,2025,M_USD,672213.0,47_cash,cash,cash,SilverLine Retail Inc,2025,M_USD,130298.0,47_accounts_receivable,accounts_receivable,accounts receivable,SilverLine Retail Inc,2025,M_USD,91431.0,47_inventories,inventories,inventories,SilverLine Retail Inc,2025,M_USD,39955.0,47_short_term_investments,short_term_investments,short term investments,SilverLine Retail Inc,2025,M_USD,43056.0,44_total_assets,total_assets,total assets,SilverLine Retail Inc,2022,M_USD,494264.0,45_total_assets,total_assets,total assets,SilverLine Retail Inc,2023,M_USD,707950.0,46_total_assets,total_assets,total assets,SilverLine Retail Inc,2024,M_USD,637517.0,47_total_assets,total_assets,total assets,SilverLine Retail Inc,2025,M_USD,672213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,0,which result follows from the inventories for Helix BioSciences in 2024 ?,,,,76_inventories,"{""leaf"": ""76_inventories"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",20633.0,0,0,0,231897201,25451022,861115112,0.431,0,1,1,76_inventories,inventories,inventories,Helix BioSciences,2024,M_USD,20633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,0,State the non operating expenses for Pinnacle Health Group in 2021 .,,,,31_non_operating_expenses,"{""leaf"": ""31_non_operating_expenses"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",1102.0,5,0,0,456069378,236816833,861115112,0.255,0,1,1,31_non_operating_expenses,non_operating_expenses,non operating expenses,Pinnacle Health Group,2021,M_USD,1102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,2,What do we obtain as the operating income for Cobalt Semiconductor in 2021,,,,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""67_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""67_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""67_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",18508.0,3,0,2,360573898,727349291,861115112,0.516,0,1,3,67_revenue,revenue,revenue,Cobalt Semiconductor,2021,M_USD,52817.0,67_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Cobalt Semiconductor,2021,M_USD,28022.0,67_operating_expenses,operating_expenses,operating expenses,Cobalt Semiconductor,2021,M_USD,6287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,0,Which value corresponds to the inventories for Helix BioSciences in 2022 ?,,,,74_inventories,"{""leaf"": ""74_inventories"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",18073.0,0,0,0,925601571,124020905,861115112,0.46,0,1,1,74_inventories,inventories,inventories,Helix BioSciences,2022,M_USD,18073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,0,you should give the total equity for Orion Financial Group in 2024 .,,,,58_total_equity,"{""leaf"": ""58_total_equity"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",165182.0,1,0,0,654462321,453558986,861115112,0.499,0,1,1,58_total_equity,total_equity,total equity,Orion Financial Group,2024,M_USD,165182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,4,What is the difference between gross profit and current assets for Apex Dynamics Corp in 2020?,,,,"diff(gross_profit, current_assets)","{""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""0_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""0_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""0_cash"", ""depth"": 0}, ""right"": {""leaf"": ""0_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""0_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""0_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}","{""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",25911.0,3,1,4,25453781,608762271,861115112,0.563,1,2,6,0_revenue,revenue,revenue,Apex Dynamics Corp,2020,M_USD,67781.0,0_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Apex Dynamics Corp,2020,M_USD,27804.0,0_cash,cash,cash,Apex Dynamics Corp,2020,M_USD,2627.0,0_accounts_receivable,accounts_receivable,accounts receivable,Apex Dynamics Corp,2020,M_USD,3346.0,0_inventories,inventories,inventories,Apex Dynamics Corp,2020,M_USD,1397.0,0_short_term_investments,short_term_investments,short term investments,Apex Dynamics Corp,2020,M_USD,6696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,0,calculate the current liabilities for SilverLine Retail Inc in 2020,,,,42_current_liabilities,"{""leaf"": ""42_current_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",102662.0,0,0,0,689843096,532730870,861115112,0.528,0,1,1,42_current_liabilities,current_liabilities,current liabilities,SilverLine Retail Inc,2020,M_USD,102662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,4,determine the longterm assets for Quantum Bridge Holdings in 2022.,,,,longterm_assets,"{""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""14_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""14_cash"", ""depth"": 0}, ""right"": {""leaf"": ""14_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""14_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""14_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}","{""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}",142602.0,5,0,4,811363314,572853562,861115112,0.367,0,1,5,14_total_assets,total_assets,total assets,Quantum Bridge Holdings,2022,M_USD,185116.0,14_cash,cash,cash,Quantum Bridge Holdings,2022,M_USD,24174.0,14_accounts_receivable,accounts_receivable,accounts receivable,Quantum Bridge Holdings,2022,M_USD,11245.0,14_inventories,inventories,inventories,Quantum Bridge Holdings,2022,M_USD,5002.0,14_short_term_investments,short_term_investments,short term investments,Quantum Bridge Holdings,2022,M_USD,2093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,0,Whats the value of the operating expenses for ClearPath Logistics in 2025 ?,,,,83_operating_expenses,"{""leaf"": ""83_operating_expenses"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",135549.0,0,0,0,161877200,951648948,861115112,0.415,0,1,1,83_operating_expenses,operating_expenses,operating expenses,ClearPath Logistics,2025,M_USD,135549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,0,what does the following give: current liabilities for Crimson Pharmaceuticals in 2021,,,,85_current_liabilities,"{""leaf"": ""85_current_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",65249.0,3,0,0,390297024,270323089,861115112,0.156,0,1,1,85_current_liabilities,current_liabilities,current liabilities,Crimson Pharmaceuticals,2021,M_USD,65249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,1,what does the following give: gross profit for Crimson Pharmaceuticals in 2025?,,,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""89_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""89_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",200467.0,3,0,1,291946475,305256126,861115112,0.293,0,1,2,89_revenue,revenue,revenue,Crimson Pharmaceuticals,2025,M_USD,797935.0,89_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Crimson Pharmaceuticals,2025,M_USD,597468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,2,What is the the minimum of dividends paid for Apex Dynamics Corp using values from 2023 through 2025?,,,,"min(min(3_dividends_paid, 4_dividends_paid), 5_dividends_paid)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""3_dividends_paid"", ""depth"": 0}, ""right"": {""leaf"": ""4_dividends_paid"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""5_dividends_paid"", ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",0.0,5,0,2,872796125,268539435,861115112,0.417,0,1,3,3_dividends_paid,dividends_paid,dividends paid,Apex Dynamics Corp,2023,M_USD,3250.0,4_dividends_paid,dividends_paid,dividends paid,Apex Dynamics Corp,2024,M_USD,0.0,5_dividends_paid,dividends_paid,dividends paid,Apex Dynamics Corp,2025,M_USD,833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,0,State the non operating expenses for Pacific Crest Energy in 2020 .,,,,48_non_operating_expenses,"{""leaf"": ""48_non_operating_expenses"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",37262.0,0,0,0,831918516,412182806,861115112,0.163,0,1,1,48_non_operating_expenses,non_operating_expenses,non operating expenses,Pacific Crest Energy,2020,M_USD,37262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,4,May you calculate the difference between current assets and result of longterm liabilities scaled by ratio of cash to result of accounts receivable scaled by income tax for NovaStar Technologies in 2020 ?,,,,"diff(current_assets, mul(longterm_liabilities, ratio(18_cash, mul(18_accounts_receivable, 18_income_tax))))","{""op"": ""diff"", ""left"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""18_cash"", ""depth"": 0}, ""right"": {""leaf"": ""18_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""18_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""18_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""right"": {""op"": ""mul"", ""left"": {""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""18_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""18_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""op"": ""ratio"", ""left"": {""leaf"": ""18_cash"", ""depth"": 0}, ""right"": {""op"": ""mul"", ""left"": {""leaf"": ""18_accounts_receivable"", ""depth"": 0}, ""right"": {""leaf"": ""18_income_tax"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}, ""depth"": 3}, ""depth"": 4}","{""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}, ""right"": {""op"": ""mul"", ""left"": {""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}, ""right"": {""op"": ""ratio"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""op"": ""mul"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""rate""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}, ""depth"": 3, ""kind"": ""node""}, ""depth"": 4, ""kind"": ""node""}",-167628.63163285278,4,4,4,481221588,220106422,861115112,0.349,4,5,9,18_cash,cash,cash,NovaStar Technologies,2020,M_USD,24222.0,18_accounts_receivable,accounts_receivable,accounts receivable,NovaStar Technologies,2020,M_USD,13643.0,18_inventories,inventories,inventories,NovaStar Technologies,2020,M_USD,5488.0,18_short_term_investments,short_term_investments,short term investments,NovaStar Technologies,2020,M_USD,12753.0,18_total_liabilities,total_liabilities,total liabilities,NovaStar Technologies,2020,M_USD,43130.0,18_current_liabilities,current_liabilities,current liabilities,NovaStar Technologies,2020,M_USD,20286.0,18_cash,cash,cash,NovaStar Technologies,2020,M_USD,24222.0,18_accounts_receivable,accounts_receivable,accounts receivable,NovaStar Technologies,2020,M_USD,13643.0,18_income_tax,income_tax,income tax,NovaStar Technologies,2020,ratio,0.18127547796642335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,1,Whats the value of the gross profit for ClearPath Logistics in 2025?,,,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""83_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""83_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",242721.0,4,0,1,336613106,169139102,861115112,0.468,0,1,2,83_revenue,revenue,revenue,ClearPath Logistics,2025,M_USD,687937.0,83_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,ClearPath Logistics,2025,M_USD,445216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,4,What would be the longterm assets for Cobalt Semiconductor in 2025?,,,,longterm_assets,"{""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""71_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""71_cash"", ""depth"": 0}, ""right"": {""leaf"": ""71_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""71_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""71_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}","{""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}",33276.0,4,0,4,996643850,641283251,861115112,0.189,0,1,5,71_total_assets,total_assets,total assets,Cobalt Semiconductor,2025,M_USD,51658.0,71_cash,cash,cash,Cobalt Semiconductor,2025,M_USD,5223.0,71_accounts_receivable,accounts_receivable,accounts receivable,Cobalt Semiconductor,2025,M_USD,7589.0,71_inventories,inventories,inventories,Cobalt Semiconductor,2025,M_USD,1873.0,71_short_term_investments,short_term_investments,short term investments,Cobalt Semiconductor,2025,M_USD,3697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,4,which value corresponds to the the maximum of capex for Helix BioSciences using values from 2020 through 2024?,,,,"max(max(max(max(72_capex, 73_capex), 74_capex), 75_capex), 76_capex)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""72_capex"", ""depth"": 0}, ""right"": {""leaf"": ""73_capex"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""74_capex"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""75_capex"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""76_capex"", ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",15443.0,1,0,4,1361598,878896660,861115112,0.426,0,1,5,72_capex,capex,capex,Helix BioSciences,2020,M_USD,15443.0,73_capex,capex,capex,Helix BioSciences,2021,M_USD,8553.0,74_capex,capex,capex,Helix BioSciences,2022,M_USD,10985.0,75_capex,capex,capex,Helix BioSciences,2023,M_USD,12175.0,76_capex,capex,capex,Helix BioSciences,2024,M_USD,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,2,Calculate the the minimum of short term investments for SilverLine Retail Inc using values from 2020 through 2022,,,,"min(min(42_short_term_investments, 43_short_term_investments), 44_short_term_investments)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""42_short_term_investments"", ""depth"": 0}, ""right"": {""leaf"": ""43_short_term_investments"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""44_short_term_investments"", ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",40367.0,4,0,2,934398481,270061776,861115112,0.18,0,1,3,42_short_term_investments,short_term_investments,short term investments,SilverLine Retail Inc,2020,M_USD,40367.0,43_short_term_investments,short_term_investments,short term investments,SilverLine Retail Inc,2021,M_USD,59865.0,44_short_term_investments,short_term_investments,short term investments,SilverLine Retail Inc,2022,M_USD,47075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,0,Which value corresponds to the total liabilities for Helix BioSciences in 2020?,,,,72_total_liabilities,"{""leaf"": ""72_total_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",128949.0,0,0,0,408723876,608958957,861115112,0.568,0,1,1,72_total_liabilities,total_liabilities,total liabilities,Helix BioSciences,2020,M_USD,128949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,0,What do we obtain as the dividends paid for Crimson Pharmaceuticals in 2022 ?,,,,86_dividends_paid,"{""leaf"": ""86_dividends_paid"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",26228.0,3,0,0,414177198,165840869,861115112,0.13,0,1,1,86_dividends_paid,dividends_paid,dividends paid,Crimson Pharmaceuticals,2022,M_USD,26228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
