cik,name,sic,sic_description,fiscal_year_end,state,entity_type,fy_month,fy_month_name,industry
1791145,GBank Financial Holdings Inc.,6022,State Commercial Banks,1231,NV,operating,12,Dec,Banking
2073615,Element Fleet Management Corp./ADR,0,,1225,A6,other,12,Dec,Unknown
315709,INTERNATIONAL BANCSHARES CORP,6022,State Commercial Banks,1231,TX,operating,12,Dec,Banking
2062522,GAMES WORKSHOP GROUP PLC/ADR,0,,0607,X0,other,6,Jun,Unknown
1135951,DR REDDYS LABORATORIES LTD,2834,Pharmaceutical Preparations,0331,K7,other,3,Mar,Chemicals & Pharma
2048271,WeShop Holdings Ltd,5900,Retail-Miscellaneous Retail,1231,D8,other,12,Dec,Retail (Misc)
1499494,Eason Technology Ltd,6199,Finance Services,1231,E9,other,12,Dec,Credit & Finance
1817511,SOCIETY PASS INCORPORATED.,7389,"Services-Business Services, NEC",1231,NV,operating,12,Dec,Personal Services
1173204,Cineverse Corp.,7841,Services-Video Tape Rental,0331,DE,operating,3,Mar,Personal Services
1611983,Liberty Broadband Corp,4841,Cable & Other Pay Television Services,1231,,operating,12,Dec,Transportation
23795,"CTO Realty Growth, Inc.",6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
1830072,iPower Inc.,5200,"Retail-Building Materials, Hardware, Garden Supply",0630,NV,operating,6,Jun,Retail (Building/Home)
1279740,ONASSIS HOLDINGS CORP.,4412,Deep Sea Foreign Transportation of  Freight,1231,NV,operating,12,Dec,Transportation
1005101,"Marygold Companies, Inc.",6199,Finance Services,0630,NV,operating,6,Jun,Credit & Finance
2036307,OFA Group,8711,Services-Engineering Services,0331,E9,other,3,Mar,Professional Services
1345105,"Copa Holdings, S.A.",4512,"Air Transportation, Scheduled",1231,R1,other,12,Dec,Airlines
811596,KAISER ALUMINUM CORP,3350,Rolling Drawing & Extruding of  Nonferrous Metals,1231,DE,operating,12,Dec,Manufacturing (Other)
1676047,NutriBand Inc.,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",0131,NV,operating,1,Jan,Instruments & Medical Devices
1404644,Neurogene Inc.,2834,Pharmaceutical Preparations,1231,,operating,12,Dec,Chemicals & Pharma
1659494,51Talk Online Education Group,8200,Services-Educational Services,1231,E9,other,12,Dec,Education
1280058,BLACKBAUD INC,7372,Services-Prepackaged Software,1231,DE,operating,12,Dec,Software & IT Services
1718500,"Axil Brands, Inc.",2844,"Perfumes, Cosmetics & Other Toilet Preparations",0531,DE,operating,5,May,Chemicals & Pharma
1504545,BrandywineGLOBAL-Global Income Opportunities Fund Inc,0,,1031,MD,other,10,Oct,Unknown
1288268,Intrepid Metals Corp.,1000,Metal Mining,0331,A1,other,3,Mar,Mining & Energy
1023128,LITHIA MOTORS INC,5500,Retail-Auto Dealers & Gasoline Stations,1231,OR,operating,12,Dec,Retail (Auto)
42682,GORMAN RUPP CO,3561,Pumps & Pumping Equipment,1231,OH,operating,12,Dec,Manufacturing (Other)
1843162,"Chicago Atlantic BDC, Inc.",0,,1231,MD,operating,12,Dec,Unknown
2018145,Rising Dragon Acquisition Corp.,6770,Blank Checks,1231,,operating,12,Dec,Holding Companies
1771007,Afya Ltd,8200,Services-Educational Services,1231,E9,other,12,Dec,Education
1944558,"Vitesse Energy, Inc.",1311,Crude Petroleum & Natural Gas,1231,DE,operating,12,Dec,Mining & Energy
1254699,QVC INC,5961,Retail-Catalog & Mail-Order Houses,1231,DE,operating,12,Dec,Retail (Misc)
2038958,Mandatum Oyj/ADR,0,,1231,H9,other,12,Dec,Unknown
2085659,Silicon Valley Acquisition Corp.,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1872964,Maris Tech Ltd.,3669,"Communications Equipment, NEC",1231,L3,other,12,Dec,Electronics & Tech Hardware
1040829,"Ryman Hospitality Properties, Inc.",6798,Real Estate Investment Trusts,1231,DE,operating,12,Dec,Holding Companies
1828937,Finance of America Companies Inc.,6162,Mortgage Bankers & Loan Correspondents,1231,DE,operating,12,Dec,Credit & Finance
1840229,"MiNK Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",1231,DE,operating,12,Dec,Chemicals & Pharma
1388295,OneMeta Inc.,7374,Services-Computer Processing & Data Preparation,1231,NV,operating,12,Dec,Software & IT Services
1476963,"Scorpius Holdings, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
16918,"CONSTELLATION BRANDS, INC.",2080,Beverages,0228,DE,operating,2,Feb,Food & Beverage Manufacturing
715153,HONDA MOTOR CO LTD,3711,Motor Vehicles & Passenger Car Bodies,0331,,other,3,Mar,Transportation Equipment
2028355,Inflection Point Acquisition Corp. V,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
18748,CENTRAL SECURITIES CORP,0,,1231,DE,other,12,Dec,Unknown
18654,Ameren Illinois Co,4931,Electric & Other Services Combined,1231,IL,operating,12,Dec,Utilities
896156,ETHAN ALLEN INTERIORS INC,2511,"Wood Household Furniture, (No Upholstered)",0630,DE,operating,6,Jun,Manufacturing (Other)
887343,"COLUMBIA BANKING SYSTEM, INC.",6022,State Commercial Banks,1231,WA,operating,12,Dec,Banking
1376793,"Cavitation Technologies, Inc.",700,Agricultural Services,0630,,operating,6,Jun,Agriculture
1566826,"LogicMark, Inc.",3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",1231,NV,operating,12,Dec,Instruments & Medical Devices
2053033,Platinum Analytics Cayman Ltd,7372,Services-Prepackaged Software,0930,E9,other,9,Sep,Software & IT Services
1520556,TRENCHANT TECHNOLOGIES CAPITAL CORP.,0,,0331,A1,other,3,Mar,Unknown
2074872,Rice Acquisition Corp 3,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1409171,Titan Machinery Inc.,5990,"Retail-Retail Stores, NEC",0131,DE,operating,1,Jan,Retail (Misc)
2087087,Black Spade Acquisition III Co,6770,Blank Checks,1231,K3,operating,12,Dec,Holding Companies
1117171,"CBAK Energy Technology, Inc.",3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",1231,NV,operating,12,Dec,Electronics & Tech Hardware
1615905,Nuveen Global High Income Fund,0,,1231,MA,other,12,Dec,Unknown
2073620,Parex Resources Inc./ADR,0,,1225,A0,other,12,Dec,Unknown
1750593,Fangdd Network Group Ltd.,6500,Real Estate,1231,E9,other,12,Dec,Real Estate
1231339,"Astra Energy, Inc.",4911,Electric Services,0831,NV,operating,8,Aug,Utilities
1940177,"PodcastOne, Inc.",7370,"Services-Computer Programming, Data Processing, Etc.",0331,DE,operating,3,Mar,Software & IT Services
862831,FINANCIAL INSTITUTIONS INC,6021,National Commercial Banks,1231,NY,operating,12,Dec,Banking
1915380,"dMY Squared Technology Group, Inc.",6770,Blank Checks,1231,MA,operating,12,Dec,Holding Companies
60086,LOEWS CORP,6331,"Fire, Marine & Casualty Insurance",1231,DE,operating,12,Dec,Insurance
1401835,Star Gold Corp.,1000,Metal Mining,0430,NV,operating,4,Apr,Mining & Energy
50471,"ReposiTrak, Inc.",7374,Services-Computer Processing & Data Preparation,0630,NV,operating,6,Jun,Software & IT Services
1699350,"SHOULDER INNOVATIONS, INC.",3841,Surgical & Medical Instruments & Apparatus,1231,DE,operating,12,Dec,Instruments & Medical Devices
1985139,"Leishen Energy Holding Co., Ltd.",3533,Oil & Gas Field Machinery & Equipment,0930,E9,other,9,Sep,Manufacturing (Other)
1841425,"Verde Clean Fuels, Inc.",2860,Industrial Organic Chemicals,1231,DE,operating,12,Dec,Chemicals & Pharma
1937737,Moolec Science SA,2000,Food and Kindred Products,0630,E9,other,6,Jun,Food & Beverage Manufacturing
1687277,"ReTo Eco-Solutions, Inc.",3290,"Abrasive, Asbestos & Misc Nonmetallic Mineral Prods",1231,D8,other,12,Dec,Manufacturing (Other)
1145604,"NIKA PHARMACEUTICALS, INC",2834,Pharmaceutical Preparations,1231,CO,operating,12,Dec,Chemicals & Pharma
1574197,"Five Point Holdings, LLC",6500,Real Estate,1231,DE,operating,12,Dec,Real Estate
1843477,Spring Valley Acquisition Corp. II,1090,Miscellaneous Metal Ores,1231,E9,operating,12,Dec,Mining & Energy
889348,CPI AEROSTRUCTURES INC,3728,"Aircraft Parts & Auxiliary Equipment, NEC",1231,NY,operating,12,Dec,Transportation Equipment
1324948,RBC Bearings INC,3562,Ball & Roller Bearings,0329,,operating,3,Mar,Manufacturing (Other)
1486957,"BWX Technologies, Inc.",3510,Engines & Turbines,1231,DE,operating,12,Dec,Manufacturing (Other)
737875,FIRST KEYSTONE CORP,6022,State Commercial Banks,1231,PA,operating,12,Dec,Banking
946486,WINDTREE THERAPEUTICS INC /DE/,2836,"Biological Products, (No Diagnostic Substances)",1231,DE,operating,12,Dec,Chemicals & Pharma
1830033,"PureCycle Technologies, Inc.",2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",1231,X1,operating,12,Dec,Chemicals & Pharma
1776661,Advantage Solutions Inc.,7389,"Services-Business Services, NEC",1231,,operating,12,Dec,Personal Services
1000230,OPTICAL CABLE CORP,3357,Drawing & Insulating of  Nonferrous Wire,1031,VA,operating,10,Oct,Manufacturing (Other)
1789832,Hess Midstream LP,1311,Crude Petroleum & Natural Gas,1231,DE,operating,12,Dec,Mining & Energy
1000045,OLD MARKET CAPITAL Corp,6153,Short-Term Business Credit Institutions,0331,FL,operating,3,Mar,Credit & Finance
1755953,American Bitcoin Corp.,6199,Finance Services,1231,DE,operating,12,Dec,Credit & Finance
1845337,"Day One Biopharmaceuticals, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
820771,Goliath Film & Media Holdings,7822,Services-Motion Picture & Video Tape Distribution,0430,,operating,4,Apr,Personal Services
1872302,Nano Labs Ltd,3674,Semiconductors & Related Devices,1231,E9,other,12,Dec,Electronics & Tech Hardware
1227857,Virtus Convertible & Income Fund II,0,,0131,MA,other,1,Jan,Unknown
2064658,Yorkville Acquisition Corp.,6199,Finance Services,1231,,operating,12,Dec,Credit & Finance
1400118,Sagimet Biosciences Inc.,2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1610718,"Outdoor Specialty Products, Inc.",3949,"Sporting & Athletic Goods, NEC",0930,UT,operating,9,Sep,Manufacturing (Other)
1427901,Gold Strike Resources Corp.,0,,0331,A1,other,3,Mar,Unknown
1170299,PIMCO MUNICIPAL INCOME FUND II,0,,1231,MA,other,12,Dec,Unknown
1509991,Kosmos Energy Ltd.,1311,Crude Petroleum & Natural Gas,1231,DE,operating,12,Dec,Mining & Energy
887596,CHEESECAKE FACTORY INC,5812,Retail-Eating  Places,1230,DE,operating,12,Dec,Retail (Other)
1846235,International Media Acquisition Corp.,7812,Services-Motion Picture & Video Tape Production,0331,DE,operating,3,Mar,Personal Services
733269,"LiveRamp Holdings, Inc.",7374,Services-Computer Processing & Data Preparation,0331,DE,operating,3,Mar,Software & IT Services
1003935,NICE Ltd.,7372,Services-Prepackaged Software,1231,,other,12,Dec,Software & IT Services
880807,AMERICAN SUPERCONDUCTOR CORP /DE/,3621,Motors & Generators,0331,DE,operating,3,Mar,Electronics & Tech Hardware
1854078,Relief Therapeutics Holding SA,2834,Pharmaceutical Preparations,1231,V8,other,12,Dec,Chemicals & Pharma
1898643,Mobilicom Ltd,3721,Aircraft,1231,C3,other,12,Dec,Transportation Equipment
1873835,"Immix Biopharma, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
769218,AEGON LTD.,6311,Life Insurance,1231,D0,other,12,Dec,Insurance
1757064,Genfit S.A.,2836,"Biological Products, (No Diagnostic Substances)",1231,I0,other,12,Dec,Chemicals & Pharma
1351636,"SOUNDTHINKING, INC.",7372,Services-Prepackaged Software,1231,DE,operating,12,Dec,Software & IT Services
1462418,ALTISOURCE PORTFOLIO SOLUTIONS S.A.,7380,Services-Miscellaneous Business Services,1231,N4,operating,12,Dec,Personal Services
1460702,"AIxCrypto Holdings, Inc.",6199,Finance Services,1231,DE,operating,12,Dec,Credit & Finance
3453,"Matson, Inc.",4400,Water Transportation,1231,HI,operating,12,Dec,Transportation
799850,AMERICAS CARMART INC,5500,Retail-Auto Dealers & Gasoline Stations,0430,TX,operating,4,Apr,Retail (Auto)
1331520,HOME BANCSHARES INC,6022,State Commercial Banks,1231,AR,operating,12,Dec,Banking
2055459,Republic Digital Acquisition Co,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1826667,"TriSalus Life Sciences, Inc.",3841,Surgical & Medical Instruments & Apparatus,1231,DE,operating,12,Dec,Instruments & Medical Devices
320017,"LISATA THERAPEUTICS, INC.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1502377,"Contango ORE, Inc.",1040,Gold and Silver Ores,1231,DE,operating,12,Dec,Mining & Energy
1920294,REZOLVE AI PLC,7370,"Services-Computer Programming, Data Processing, Etc.",1231,X0,other,12,Dec,Software & IT Services
1453687,"Cartesian Therapeutics, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1487918,OFS Capital Corp,0,,1231,,operating,12,Dec,Unknown
805676,PARK NATIONAL CORP /OH/,6021,National Commercial Banks,1231,OH,operating,12,Dec,Banking
1655759,"ARVINAS, INC.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1453593,"Xtant Medical Holdings, Inc.",3841,Surgical & Medical Instruments & Apparatus,1231,DE,operating,12,Dec,Instruments & Medical Devices
1544522,Freshworks Inc.,7372,Services-Prepackaged Software,1231,DE,operating,12,Dec,Software & IT Services
1715801,Sartorius AG/ADR,0,,1231,2M,other,12,Dec,Unknown
908732,SINOPEC SHANGHAI PETROCHEMICAL CO LTD,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",1231,,other,12,Dec,Chemicals & Pharma
1074952,Nuveen California Quality Municipal Income Fund,0,,0228,MA,other,2,Feb,Unknown
1386278,GREEN DOT CORP,6199,Finance Services,1231,DE,operating,12,Dec,Credit & Finance
1838615,"AlTi Global, Inc.",6282,Investment Advice,1231,DE,operating,12,Dec,Securities & Brokers
1465128,"STARWOOD PROPERTY TRUST, INC.",6798,Real Estate Investment Trusts,1231,,operating,12,Dec,Holding Companies
1293818,CapForce Inc.,8071,Services-Medical Laboratories,1231,DE,operating,12,Dec,Healthcare Services
897322,GILAT SATELLITE NETWORKS LTD,3663,Radio & Tv Broadcasting & Communications Equipment,1231,,other,12,Dec,Electronics & Tech Hardware
1138867,"EESTech, Inc.",4941,Water Supply,1231,,operating,12,Dec,Utilities
1609151,"Weave Communications, Inc.",7372,Services-Prepackaged Software,1231,DE,operating,12,Dec,Software & IT Services
72633,NORTH EUROPEAN OIL ROYALTY TRUST,6792,Oil Royalty Traders,1031,NH,operating,10,Oct,Holding Companies
1980994,iShares Bitcoin Trust ETF,6221,Commodity Contracts Brokers & Dealers,1231,DE,operating,12,Dec,Securities & Brokers
1868917,Saturn Oil & Gas Inc.,0,,1231,A9,other,12,Dec,Unknown
71508,"ENTERGY NEW ORLEANS, LLC",4931,Electric & Other Services Combined,1231,TX,operating,12,Dec,Utilities
1911545,"Global Interactive Technologies, Inc.",7370,"Services-Computer Programming, Data Processing, Etc.",1231,X1,operating,12,Dec,Software & IT Services
1657573,"Xometry, Inc.",7389,"Services-Business Services, NEC",1231,MD,operating,12,Dec,Personal Services
1190370,INNOVATIVE DESIGNS INC,2390,Miscellaneous Fabricated Textile Products,1031,DE,operating,10,Oct,Manufacturing (Other)
1643615,"Montrose Environmental Group, Inc.",8742,Services-Management Consulting Services,1231,DE,operating,12,Dec,Professional Services
1838028,VanEck Bitcoin ETF,6221,Commodity Contracts Brokers & Dealers,1231,DE,operating,12,Dec,Securities & Brokers
1725964,Nutrien Ltd.,2870,Agricultural Chemicals,1231,Z4,other,12,Dec,Chemicals & Pharma
851205,COGNEX CORP,3823,"Industrial Instruments For Measurement, Display, and Control",1231,MA,operating,12,Dec,Instruments & Medical Devices
1734713,"BrightView Holdings, Inc.",700,Agricultural Services,0930,DE,operating,9,Sep,Agriculture
1630472,"TPG RE Finance Trust, Inc.",6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
1109354,BRUKER CORP,3826,Laboratory Analytical Instruments,1231,DE,operating,12,Dec,Instruments & Medical Devices
1041130,SPDR DOW JONES INDUSTRIAL AVERAGE ETF TRUST,0,,1231,NY,other,12,Dec,Unknown
1176309,ORAMED PHARMACEUTICALS INC.,2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1195739,NUVEEN NEW YORK AMT-FREE QUALITY MUNICIPAL INCOME FUND,0,,0930,MA,other,9,Sep,Unknown
2082844,Safeguard Acquisition Corp.,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
850918,GREAT-WEST LIFECO INC.,6311,Life Insurance,1231,Z4,other,12,Dec,Insurance
2064947,WaterBridge Infrastructure LLC,1389,"Oil & Gas Field Services, NEC",1231,DE,operating,12,Dec,Mining & Energy
2011286,"Amentum Holdings, Inc.",7389,"Services-Business Services, NEC",1002,DE,operating,10,Oct,Personal Services
1316463,Clough Global Equity Fund,0,,1031,DE,other,10,Oct,Unknown
1782999,PureTech Health plc,2834,Pharmaceutical Preparations,1231,X0,other,12,Dec,Chemicals & Pharma
1427644,"Solidus Communications, Inc.",4813,Telephone Communications (No Radiotelephone),1130,NV,operating,11,Nov,Transportation
93314,VOLITIONRX LTD,2835,In Vitro & In Vivo Diagnostic Substances,1231,DE,operating,12,Dec,Chemicals & Pharma
1564538,GRANITE REAL ESTATE INVESTMENT TRUST,6798,Real Estate Investment Trusts,1231,A6,other,12,Dec,Holding Companies
29905,DOVER Corp,3530,"Construction, Mining & Materials Handling Machinery & Equip",1231,NY,operating,12,Dec,Manufacturing (Other)
1640266,"Voyager Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",1231,DE,operating,12,Dec,Chemicals & Pharma
1096275,Worksport Ltd,3714,Motor Vehicle Parts & Accessories,1231,NV,operating,12,Dec,Transportation Equipment
1727263,"Frontdoor, Inc.",7340,Services-To Dwellings & Other Buildings,1231,DE,operating,12,Dec,Personal Services
1191832,Kingsmen Resources Ltd.,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),1231,A1,other,12,Dec,Mining & Energy
2015502,Launch One Acquisition Corp.,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1211583,FENNEC PHARMACEUTICALS INC.,2836,"Biological Products, (No Diagnostic Substances)",1231,A1,operating,12,Dec,Chemicals & Pharma
2075336,AA Mission Acquisition Corp. II,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1530766,Streamex Corp.,3845,Electromedical & Electrotherapeutic Apparatus,1231,DE,operating,12,Dec,Instruments & Medical Devices
1738021,"Compass Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",1231,DE,operating,12,Dec,Chemicals & Pharma
1711012,Senmiao Technology Ltd,7510,Services-Auto Rental & Leasing (No Drivers),0331,NV,operating,3,Mar,Personal Services
2064863,Mclaren International Holdings Ltd,8742,Services-Management Consulting Services,1231,,other,12,Dec,Professional Services
1423902,"Western Midstream Partners, LP",4922,Natural Gas Transmission,1231,DE,operating,12,Dec,Utilities
1616862,Axalta Coating Systems Ltd.,2851,"Paints, Varnishes, Lacquers, Enamels & Allied Prods",1231,D0,operating,12,Dec,Chemicals & Pharma
1819516,Wheels Up Experience Inc.,4522,"Air Transportation, Nonscheduled",1231,,operating,12,Dec,Airlines
1684425,"TDH Holdings, Inc.",6531,Real Estate Agents & Managers (For Others),1231,D8,other,12,Dec,Real Estate
2024460,ChampionsGate Acquisition Corp,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
2102713,Kensington Capital Acquisition Corp. VI,6770,Blank Checks,1231,E9,other,12,Dec,Holding Companies
91767,SONOCO PRODUCTS CO,2650,Paperboard Containers & Boxes,1231,SC,operating,12,Dec,Manufacturing (Other)
744187,REX AMERICAN RESOURCES Corp,2860,Industrial Organic Chemicals,0131,DE,operating,1,Jan,Chemicals & Pharma
2087852,Sumitomo Bakelite Co Limited/ADR,0,,0331,M0,other,3,Mar,Unknown
1636289,Virtus Diversified Income & Convertible Fund,0,,0131,MA,other,1,Jan,Unknown
2031760,Vizsla Royalties Corp.,0,,0430,A1,other,4,Apr,Unknown
1261654,UNIVERSAL TECHNICAL INSTITUTE INC,8200,Services-Educational Services,0930,DE,operating,9,Sep,Education
830271,NUVEEN MUNICIPAL INCOME FUND INC,0,,1031,MN,other,10,Oct,Unknown
1579428,"Axsome Therapeutics, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
835333,Invesco Municipal Income Opportunities Trust,0,,0530,MA,other,5,May,Unknown
1504776,Warby Parker Inc.,3851,Ophthalmic Goods,1231,DE,operating,12,Dec,Instruments & Medical Devices
1340476,DIRTT ENVIRONMENTAL SOLUTIONS LTD,7372,Services-Prepackaged Software,1231,A0,operating,12,Dec,Software & IT Services
2075877,Bank Pekao S.A./ADR,0,,1231,R9,other,12,Dec,Unknown
1724009,PermRock Royalty Trust,1311,Crude Petroleum & Natural Gas,1231,DE,operating,12,Dec,Mining & Energy
1391437,Gabelli Healthcare & WellnessRx Trust,0,,1231,DE,other,12,Dec,Unknown
24090,"CITIZENS, INC.",6311,Life Insurance,1231,CO,operating,12,Dec,Insurance
1735041,Greenland Technologies Holding Corp.,3560,General Industrial Machinery & Equipment,1231,D8,operating,12,Dec,Manufacturing (Other)
2055879,Vendome Acquisition Corp I,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1067701,"UNITED RENTALS, INC.",7359,"Services-Equipment Rental & Leasing, NEC",1231,DE,operating,12,Dec,Personal Services
1986817,"Gores Holdings X, Inc. / CI",6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1016504,INTEGRATED BIOPHARMA INC,2834,Pharmaceutical Preparations,0630,DE,operating,6,Jun,Chemicals & Pharma
1812727,"Reliance Global Group, Inc.",6411,"Insurance Agents, Brokers & Service",1231,FL,operating,12,Dec,Insurance
1514597,FURY GOLD MINES LTD,1040,Gold and Silver Ores,1231,A1,other,12,Dec,Mining & Energy
1573516,Murphy USA Inc.,5500,Retail-Auto Dealers & Gasoline Stations,1231,DE,operating,12,Dec,Retail (Auto)
1823587,Sky Harbour Group Corp,6500,Real Estate,1231,DE,operating,12,Dec,Real Estate
1619096,Summit Networks Inc.,4953,Refuse Systems,1231,NV,operating,12,Dec,Utilities
1506488,NXG NextGen Infrastructure Income Fund,0,,1130,DE,other,11,Nov,Unknown
1737450,Opera Ltd,7372,Services-Prepackaged Software,1231,E9,other,12,Dec,Software & IT Services
1064728,PEABODY ENERGY CORP,1221,Bituminous Coal & Lignite Surface Mining,1231,DE,operating,12,Dec,Mining & Energy
1615219,Decoy Therapeutics Inc.,2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1832871,BlackRock 2037 Municipal Target Term Trust,0,,1231,MD,other,12,Dec,Unknown
2083910,Archimedes Tech SPAC Partners III Co.,6770,Blank Checks,1231,E9,other,12,Dec,Holding Companies
38725,FRANKLIN ELECTRIC CO INC,3621,Motors & Generators,1231,IN,operating,12,Dec,Electronics & Tech Hardware
820313,AMPHENOL CORP /DE/,3678,Electronic Connectors,1231,DE,operating,12,Dec,Electronics & Tech Hardware
911147,CENTURY CASINOS INC /CO/,7011,Hotels & Motels,1231,DE,operating,12,Dec,Hotels & Hospitality
1855509,"Twin Vee PowerCats, Co.",3730,Ship & Boat Building & Repairing,1231,,operating,12,Dec,Transportation Equipment
1870144,"Cardio Diagnostics Holdings, Inc.",2835,In Vitro & In Vivo Diagnostic Substances,1231,DE,operating,12,Dec,Chemicals & Pharma
1893645,Polyrizon Ltd.,3841,Surgical & Medical Instruments & Apparatus,1231,L3,other,12,Dec,Instruments & Medical Devices
55785,KIMBERLY CLARK CORP,2670,Converted Paper & Paperboard Prods (No Contaners/Boxes),1231,DE,operating,12,Dec,Manufacturing (Other)
849145,Heritage Global Inc.,7389,"Services-Business Services, NEC",1231,FL,operating,12,Dec,Personal Services
102037,UNIVERSAL CORP /VA/,5150,Wholesale-Farm Product Raw Materials,0331,VA,operating,3,Mar,Wholesale
2006413,Dryden Gold Corp.,0,,1231,A1,other,12,Dec,Unknown
2070602,Highview Merger Corp.,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1373670,"Green Brick Partners, Inc.",1531,Operative Builders,1231,DE,operating,12,Dec,Construction
2063413,SM Prime Holdings Inc./ADR,0,,1231,,other,12,Dec,Unknown
1031296,FIRSTENERGY CORP,4911,Electric Services,1231,OH,operating,12,Dec,Utilities
1322422,Hudbay Minerals Inc.,1000,Metal Mining,1231,,other,12,Dec,Mining & Energy
1750155,"Charlotte's Web Holdings, Inc.",100,Agricultural Production-Crops,1231,A1,operating,12,Dec,Agriculture
1763950,Lantern Pharma Inc.,2834,Pharmaceutical Preparations,1231,TX,operating,12,Dec,Chemicals & Pharma
1062579,AMDOCS LTD,7371,Services-Computer Programming Services,0930,X0,other,9,Sep,Software & IT Services
2061473,Perimeter Acquisition Corp. I,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1065280,NETFLIX INC,7841,Services-Video Tape Rental,1231,DE,operating,12,Dec,Personal Services
1842022,"DT Midstream, Inc.",4922,Natural Gas Transmission,1231,DE,operating,12,Dec,Utilities
1053507,AMERICAN TOWER CORP /MA/,6798,Real Estate Investment Trusts,1231,DE,operating,12,Dec,Holding Companies
844790,PUTNAM MANAGED MUNICIPAL INCOME TRUST,0,,1031,MA,other,10,Oct,Unknown
1314052,ANAVEX LIFE SCIENCES CORP.,2836,"Biological Products, (No Diagnostic Substances)",0930,,operating,9,Sep,Chemicals & Pharma
1030894,CELESTICA INC,3672,Printed Circuit Boards,1231,A6,operating,12,Dec,Electronics & Tech Hardware
216228,ITT INC.,3561,Pumps & Pumping Equipment,1231,,operating,12,Dec,Manufacturing (Other)
2017758,Linkhome Holdings Inc.,6531,Real Estate Agents & Managers (For Others),1231,NV,operating,12,Dec,Real Estate
1723701,PIMCO Flexible Municipal Income Fund,0,,1231,MA,other,12,Dec,Unknown
1882198,Athena Technology Acquisition Corp. II,4955,Hazardous Waste Management,1231,DE,operating,12,Dec,Utilities
1171486,NATURAL RESOURCE PARTNERS LP,1221,Bituminous Coal & Lignite Surface Mining,1231,DE,operating,12,Dec,Mining & Energy
1060391,"REPUBLIC SERVICES, INC.",4953,Refuse Systems,1231,DE,operating,12,Dec,Utilities
1937993,"Cadrenal Therapeutics, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
793040,ELLSWORTH GROWTH & INCOME FUND LTD,0,,0930,DE,other,9,Sep,Unknown
1846253,"OmniAb, Inc.",8731,Services-Commercial Physical & Biological Research,1231,DE,operating,12,Dec,Professional Services
1527166,Carlyle Group Inc.,6282,Investment Advice,1231,DE,operating,12,Dec,Securities & Brokers
352915,UNIVERSAL HEALTH SERVICES INC,8062,"Services-General Medical & Surgical Hospitals, NEC",1231,DE,operating,12,Dec,Healthcare Services
1854183,Orion Bliss Corp.,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",0430,NV,operating,4,Apr,Chemicals & Pharma
78749,AGILYSYS INC,7373,Services-Computer Integrated Systems Design,0331,DE,operating,3,Mar,Software & IT Services
1858258,Franklin Templeton Holdings Trust,6221,Commodity Contracts Brokers & Dealers,0331,DE,operating,3,Mar,Securities & Brokers
1318008,Zumiez Inc,5600,Retail-Apparel & Accessory Stores,0203,WA,operating,2,Feb,Retail (Apparel)
